日期,小時,供應商名稱,網站,網站名稱,版位編號,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads,Eligible ads for quality Impressions,Quality Ads,Non-quality Ads,Quality Ads rate,Non-quality Ads rate
20260127,08,聯合線上股份有限公司,3679,噓新聞,21903,PC_300x250_首頁及內文頁_噓新聞,,知名媒體,,12,12,12,0,100.00%,0.00%
20260127,08,富盈數據股份有限公司,3683,書中字有黃金屋_mobile,21922,MW_置底創意(非展開)_書中字有黃金屋-mobile,,,,12,12,7,5,58.33%,41.67%
20260127,08,富盈數據股份有限公司,3684,稅美人_mobile,21923,MW_置底創意(非展開)_稅美人-mobile,,,,6,6,4,2,66.67%,33.33%
20260127,08,富盈數據股份有限公司,3685,玩桌遊_mobile,21924,MW_置底創意(非展開)_玩桌遊-mobile,,,,30,30,24,6,80.00%,20.00%
20260127,08,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,174,174,173,1,99.43%,0.57%
20260127,08,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,174,174,174,0,100.00%,0.00%
20260127,08,富盈數據股份有限公司,3703,繁體小說,22022,MW_置底創意(非展開)_繁體小說-mobile,,,,12,12,11,1,91.67%,8.33%
20260127,08,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,"1,511","1,511",766,745,50.69%,49.31%
20260127,08,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,239,239,192,47,80.33%,19.67%
20260127,08,冠妍動力科技有限公司,484,小老婆汽機車資訊網,22058,MW_文中創意320x480_小老婆汽機車資訊網-測試,,知名媒體,,6,6,3,3,50.00%,50.00%
20260127,08,艾得基客行銷顧問股份有限公司,3719,遠見雜誌,22105,MW_蓋板_遠見_遠見雜誌,,知名媒體,,94,94,94,0,100.00%,0.00%
20260127,08,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22131,CF_文中300x250_TVBS-新聞網_HB_1,,知名媒體,,12,12,12,0,100.00%,0.00%
20260127,08,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22132,CF_文中300x250_TVBS-新聞網_HB_2,,知名媒體,,18,18,18,0,100.00%,0.00%
20260127,08,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22133,CF_文中300x250_TVBS-新聞網_HB_3,,知名媒體,,45,45,41,4,91.11%,8.89%
20260127,08,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,79,79,31,48,39.24%,60.76%
20260127,08,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22219,MW_置底(展開)_Basketball TOP5,,,,394,394,391,3,99.24%,0.76%
20260127,08,艾得基客行銷顧問股份有限公司,2084,經濟日報,22220,MW_置底(展開)_經濟日報,,知名媒體,,"1,188","1,188","1,005",183,84.60%,15.40%
20260127,08,欣發現股份有限公司,3362,妞新聞-mobile,22221,MW_蓋板_妞新聞,,知名媒體,,6,6,6,0,100.00%,0.00%
20260127,08,欣發現股份有限公司,3363,大人物-mobile,22222,MW_蓋板_大人物,,知名媒體,,450,450,365,85,81.11%,18.89%
20260127,08,朱光宁,3741,石頭小說3,22396,MW_置底_石頭小說3,,,,86,86,56,30,65.12%,34.88%
20260127,08,朱光宁,3741,石頭小說3,22398,CF_336 x 280 banner_石頭小說3_cpc1.67,,,,"1,527","1,527",914,613,59.86%,40.14%
20260127,08,朱光宁,3741,石頭小說3,22399,CF_320 x 480 橫幅_石頭小說3,,,,66,66,51,15,77.27%,22.73%
20260127,08,闇碼科技股份有限公司,3068,限時圖片-imgus,22406,MW_置底_imgus,antifroud,,,137,137,134,3,97.81%,2.19%
20260127,08,第一網站股份有限公司,2783,漫畫櫃manhuagui,22443,MW_置底_manhuagui,antifroud,,,"8,528","8,528","7,727",801,90.61%,9.39%
20260127,08,艾得基客行銷顧問股份有限公司,3490,太報,22495,MW_300x250 BANNER_太報_CPM5,,知名媒體,子聯播網,12,12,12,0,100.00%,0.00%
20260127,08,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22498,MW_300x250 Banner_Basketball TOP5_CPM5,,,子聯播網,866,866,857,9,98.96%,1.04%
20260127,08,艾得基客行銷顧問股份有限公司,2578,鉅亨網,22507,MW_300x250_鉅亨網_直播用BN-1,,知名媒體,子聯播網,"1,222","1,222","1,203",19,98.45%,1.55%
20260127,08,艾得基客行銷顧問股份有限公司,3752,ＭoneyDJ,22514,MW_文中創意320x480_MoneyDJ,antifroud,知名媒體,,60,60,52,8,86.67%,13.33%
20260127,08,艾得基客行銷顧問股份有限公司,2084,經濟日報,22517,MW_置底創意(非展開)_經濟日報,,知名媒體,,"5,234","5,234","4,549",685,86.91%,13.09%
20260127,08,艾得基客行銷顧問股份有限公司,3373,良醫健康網,22732,MW_300x250_良醫健康網,,知名媒體,,12,12,9,3,75.00%,25.00%
20260127,08,李承翰-webptt,718,Web批踢踢(RWD),2284,MW-蓋板_文中_Web批踢踢,antifroud,,,12,12,8,4,66.67%,33.33%
20260127,08,麥智維,999,動漫戲說,3543,CF-728*90-內文上方-動漫戲說,antifroud,,,357,357,261,96,73.11%,26.89%
20260127,08,肖偉彬,1287,紅櫻桃小說書庫,4678,CF-內文上方-300*250-紅櫻桃小說書庫,,,,20,20,17,3,85.00%,15.00%
20260127,08,肖偉彬,1287,紅櫻桃小說書庫,4717,MW_文中創意300x250_紅櫻桃小說書庫,,,,26,26,19,7,73.08%,26.92%
20260127,08,技達創意資訊有限公司,1299,泰好網,4733,CF-300*250-內文下方-泰好網,,,,6,6,6,0,100.00%,0.00%
20260127,08,技達創意資訊有限公司,1299,泰好網,4734,MW-320*100-首頁、內文上方-泰好網,,,,12,12,12,0,100.00%,0.00%
20260127,08,陈晋福,1367,電視超人,4997,CF-300X250-電視超人,,,,12,12,9,3,75.00%,25.00%
20260127,08,麥智維,999,動漫戲說,6069,CF-300*250-首頁-動漫戲說,,,,61,61,61,0,100.00%,0.00%
20260127,08,精鏡傳媒股份有限公司,1060,鏡週刊,8250,MW_置底創意(非展開)_鏡週刊,,知名媒體,,42,42,36,6,85.71%,14.29%
20260127,08,布林遊國際有限公司,1692,Bring You,8393,CF-300X250-上方通欄右側_BringYou,,知名媒體,,6,6,6,0,100.00%,0.00%
20260127,08,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8576,CF_336x280_戲劇-右側好康資訊下方_LINE TV-exchange,,知名媒體,,74,74,72,2,97.30%,2.70%
20260127,08,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8577,CF_336x280_戲劇-右側好康資訊上方_LINE TV-exchange,,知名媒體,,162,162,151,11,93.21%,6.79%
20260127,09,英屬維京群島商浩美數位有限公司台灣分公司,2315,Teepr亮新聞-exchange,10012,CF_336x280Banner_Teepr亮新聞-exchange,,知名媒體,,142,142,133,9,93.66%,6.34%
20260127,09,昱得資訊工作室,2528,數位書香,11080,CF_728x90_首頁上方_數位書香,antifroud,,,12,12,12,0,100.00%,0.00%
20260127,09,昱得資訊工作室,2528,數位書香,11081,CF_160x600_首頁右側_數位書香,antifroud,,,245,245,245,0,100.00%,0.00%
20260127,09,第一網站股份有限公司,2518,麻辣家族討論區(twbts),11082,CF-728X90-twbts,antifroud,,,"1,249","1,249","1,239",10,99.20%,0.80%
20260127,09,第一網站股份有限公司,2492,ttshow,11273,MW-300X250-ttshow,,知名媒體,,12,12,12,0,100.00%,0.00%
20260127,09,第一網站股份有限公司,2601,Meme梗圖倉庫,11443,CF-336X280-meme,,,,493,493,427,66,86.61%,13.39%
20260127,09,艾得基客行銷顧問股份有限公司,2578,鉅亨網,12070,MW_320x480_文中創意_鉅亨網,,知名媒體,,"11,280","11,280","10,991",289,97.44%,2.56%
20260127,09,時報資訊股份有限公司,2770,中時電子報_HB,12559,CF_300x250_右側互動看版_中時電子報_HB,,知名媒體,,"2,287","2,287","2,026",261,88.59%,11.41%
20260127,09,時報資訊股份有限公司,2770,中時電子報_HB,12560,CF_336x280_文中看板_中時電子報_HB,,知名媒體,,"2,164","2,164","1,915",249,88.49%,11.51%
20260127,09,時報資訊股份有限公司,2770,中時電子報_HB,12561,MW_300x250_內頁TOP Banner_中時電子報_HB,antifroud,知名媒體,,"2,222","2,222","2,038",184,91.72%,8.28%
20260127,09,第一網站股份有限公司,2768,czbooks,12570,CF_728x90_banner_czbooks,,,,"2,096","2,096","1,705",391,81.35%,18.65%
20260127,09,第一網站股份有限公司,2768,czbooks,12571,CF-300x600_Banner_czbooks,,,,"1,199","1,199",691,508,57.63%,42.37%
20260127,09,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12579,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,250","1,250","1,185",65,94.80%,5.20%
20260127,09,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12580,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,077","1,077","1,013",64,94.06%,5.94%
20260127,09,第一網站股份有限公司,2783,漫畫櫃manhuagui,12676,CF_728X90_manhuagui,antifroud,,,"22,702","22,702","18,626","4,076",82.05%,17.95%
20260127,09,艾得基客行銷顧問股份有限公司,2635,工商時報,12761,MW_320x480_文中創意_工商時報new,,知名媒體,,112,112,106,6,94.64%,5.36%
20260127,09,第一網站股份有限公司,2801,damanwoo,12868,CF-300x250_Banner_damanwoo_大人物,,,,57,57,51,6,89.47%,10.53%
20260127,09,第一網站股份有限公司,2820,星座好朋友(horofriend88),12966,MW_320x100_horofriend88,antifroud,,,74,74,71,3,95.95%,4.05%
20260127,09,第一網站股份有限公司,2836,vivi01,13032,MW_置底創意_vivi01 ViVi視頻,,,,12,12,12,0,100.00%,0.00%
20260127,09,第一網站股份有限公司,2838,mycard,13041,MW_320x480_加倍mycard,,,,602,602,0,602,0.00%,100.00%
20260127,09,和運租車股份有限公司,2878,abc好車網,13368,CF_970x90_物件頁下方_abc好車網,,知名媒體,,6,6,3,3,50.00%,50.00%
20260127,09,曾憲敏,202,85小說網,13445,MW_336X280_全量1_85小說網,,,,190,190,133,57,70.00%,30.00%
20260127,09,曾憲敏,202,85小說網,13446,MW_336X280_全量2_85小說網,,,,"1,654","1,654","1,249",405,75.51%,24.49%
20260127,09,第一網站股份有限公司,2910,clickme,13549,CF_300x250_banner_clickme(一般),,,,661,661,520,141,78.67%,21.33%
20260127,09,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13847,CF_970x90_轉址失敗_下方第一排 _reurl,,知名媒體,,6,6,6,0,100.00%,0.00%
20260127,09,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13848,CF_300x250_轉址失敗_最右邊_reurl,,知名媒體,,24,24,21,3,87.50%,12.50%
20260127,09,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13856,CF_300x250_轉址失敗頁第二塊_reurl,,知名媒體,,18,18,18,0,100.00%,0.00%
20260127,09,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13861,CF_300x250_網址下方右側(PB)_reurl,,知名媒體,,6,6,6,0,100.00%,0.00%
20260127,09,第一網站股份有限公司,2768,czbooks,14036,MW_320x480_CZBOOKS,antifroud,,,100,100,52,48,52.00%,48.00%
20260127,09,陳人鳳,480,飛格寵物家族_PC,1407,CF-728X90_上方通欄_飛格寵物家族,,,,24,24,19,5,79.17%,20.83%
20260127,09,陳人鳳,480,飛格寵物家族_PC,1408,CF-300X250_內文_飛格寵物家族,,,,157,157,92,65,58.60%,41.40%
20260127,09,飛凡傳播股份有限公司,1921,非凡新聞台-exchange,14188,MW_300x250_內文上方_非凡新聞-exchange,antifroud,知名媒體,,94,72,20,52,27.78%,72.22%
20260127,09,飛凡傳播股份有限公司,1921,非凡新聞台-exchange,14189,CF_300x600_右側下方_非凡新聞-exchange,antifroud,知名媒體,,12,6,0,6,0.00%,100.00%
20260127,09,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,14210,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,"1,144","1,144",193,951,16.87%,83.13%
20260127,09,巨思文化股份有限公司,3052,經理人_HB,14238,MW_文章結束第一塊_300x250_經理人-HB,,知名媒體,,68,68,51,17,75.00%,25.00%
20260127,09,巨思文化股份有限公司,3052,經理人_HB,14239,CF_300x250_內文下方右側_經理人-HB,,知名媒體,,48,48,36,12,75.00%,25.00%
20260127,09,巨思文化股份有限公司,3052,經理人_HB,14240,CF_300x250_內文下方左側_經理人-HB,,知名媒體,,54,54,42,12,77.78%,22.22%
20260127,09,巨思文化股份有限公司,3052,經理人_HB,14241,MW_300x250_內文下方_經理人-HB,,知名媒體,,70,70,53,17,75.71%,24.29%
20260127,09,巨思文化股份有限公司,3053,數位時代_HB,14242,CF_300x250_內文下方左側_數位時代-HB,,知名媒體,,118,118,89,29,75.42%,24.58%
20260127,09,巨思文化股份有限公司,3053,數位時代_HB,14243,CF_300x250_內文下方右側_數位時代-HB,,知名媒體,,130,130,97,33,74.62%,25.38%
20260127,09,巨思文化股份有限公司,3053,數位時代_HB,14246,MW_300x250_文章結束第一塊_數位時代-HB,,知名媒體,,24,24,21,3,87.50%,12.50%
20260127,09,富盈數據股份有限公司,3059,塔科女子,14258,CF_336x280_全網_塔科女子,,知名媒體,,104,104,104,0,100.00%,0.00%
20260127,09,CBROOT LTD,3003,包子漫畫-exchange,14291,MW_300x250_蓋板(PB)_包子漫畫,,,,254,254,211,43,83.07%,16.93%
20260127,09,朱光宁,3268,稷下書院-mobile,14737,MW_置底創意(非展開)_稷下書院-mobile,,,,12,12,7,5,58.33%,41.67%
