日期,小時,供應商名稱,網站,網站名稱,版位編號,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads,Reduced Value Inventory (RVI) Ads,Incentivized Browsing (RVI) Ads,Proxy Server (RVI) Ads,seeThrough Ads,Invisible URL Ads,Total Eligible Ads for Site Quality,% Reduced Value Inventory (RVI) Ads,% seeThrough Ads,Invisible URL rate,% Incentivized Browsing (RVI) Ads,% Proxy Server (RVI) Ads
20260126,17,第一網站股份有限公司,2518,麻辣家族討論區(twbts),11082,CF-728X90-twbts,antifroud,,,284,0,0,0,284,0,284,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2492,ttshow,11273,MW-300X250-ttshow,,知名媒體,,26,0,0,0,23,0,26,0.00%,88.46%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2601,Meme梗圖倉庫,11443,CF-336X280-meme,,,,724,57,0,57,672,0,724,7.87%,92.82%,0.00%,0.00%,7.87%
20260126,17,艾得基客行銷顧問股份有限公司,2578,鉅亨網,12070,MW_320x480_文中創意_鉅亨網,,知名媒體,,"10,229",418,0,418,"8,298",0,10229,4.09%,81.12%,0.00%,0.00%,4.09%
20260126,17,葉志斌,2745,繁中寶可夢卡表生成器-奶爸工作室-exchange,12209,CF_336x280_文中_繁中寶可夢卡表生成器,,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,葉志斌,2745,繁中寶可夢卡表生成器-奶爸工作室-exchange,12210,CF_728x90__文末__繁中寶可夢卡表生成器,,,,94,16,0,16,86,0,94,17.02%,91.49%,0.00%,0.00%,17.02%
20260126,17,時報資訊股份有限公司,2770,中時電子報_HB,12559,CF_300x250_右側互動看版_中時電子報_HB,,知名媒體,,545,50,0,50,515,0,545,9.17%,94.50%,0.00%,0.00%,9.17%
20260126,17,時報資訊股份有限公司,2770,中時電子報_HB,12560,CF_336x280_文中看板_中時電子報_HB,,知名媒體,,555,44,0,44,528,0,555,7.93%,95.14%,0.00%,0.00%,7.93%
20260126,17,時報資訊股份有限公司,2770,中時電子報_HB,12561,MW_300x250_內頁TOP Banner_中時電子報_HB,antifroud,知名媒體,,863,140,0,140,687,0,863,16.22%,79.61%,0.00%,0.00%,16.22%
20260126,17,第一網站股份有限公司,2768,czbooks,12570,CF_728x90_banner_czbooks,,,,"2,828",346,0,346,"2,564",0,2828,12.23%,90.66%,0.00%,0.00%,12.23%
20260126,17,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12579,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"4,780",128,0,128,"3,705",0,4780,2.68%,77.51%,0.00%,0.00%,2.68%
20260126,17,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12580,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"4,662",180,0,180,"3,738",0,4662,3.86%,80.18%,0.00%,0.00%,3.86%
20260126,17,第一網站股份有限公司,2783,漫畫櫃manhuagui,12676,CF_728X90_manhuagui,antifroud,,,"33,615","3,897",0,"3,897","30,825",0,33615,11.59%,91.70%,0.00%,0.00%,11.59%
20260126,17,艾得基客行銷顧問股份有限公司,2635,工商時報,12761,MW_320x480_文中創意_工商時報new,,知名媒體,,146,13,0,13,115,0,146,8.90%,78.77%,0.00%,0.00%,8.90%
20260126,17,第一網站股份有限公司,2801,damanwoo,12868,CF-300x250_Banner_damanwoo_大人物,,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,艾得基客行銷顧問股份有限公司,2266,嬰兒與母親,12869,MW_置底創意_嬰兒與母親,,知名媒體,,6,4,0,4,4,0,6,66.67%,66.67%,0.00%,0.00%,66.67%
20260126,17,永悅健康股份有限公司,2813,早安樂活,12926,MW_置底創意(展開)_早安樂活,,知名媒體,,234,4,0,4,191,0,234,1.71%,81.62%,0.00%,0.00%,1.71%
20260126,17,永悅健康股份有限公司,2813,早安樂活,12927,MW_置底創意(非展開)_早安樂活,,知名媒體,,280,14,0,14,216,0,280,5.00%,77.14%,0.00%,0.00%,5.00%
20260126,17,第一網站股份有限公司,2820,星座好朋友(horofriend88),12966,MW_320x100_horofriend88,antifroud,,,12,0,0,0,8,0,12,0.00%,66.67%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2838,mycard,13041,MW_320x480_加倍mycard,,,,37,0,0,0,37,0,37,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,曾憲敏,202,85小說網,13445,MW_336X280_全量1_85小說網,,,,423,122,0,122,327,0,423,28.84%,77.30%,0.00%,0.00%,28.84%
20260126,17,曾憲敏,202,85小說網,13446,MW_336X280_全量2_85小說網,,,,"3,489",900,0,900,"2,728",0,3489,25.80%,78.19%,0.00%,0.00%,25.80%
20260126,17,第一網站股份有限公司,2768,czbooks,13482,(子)CF_300x600_banner_czbooks(限時段),,,子聯播網,155,0,0,0,155,0,155,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2768,czbooks,13483,(子)CF_970x250_banner_czbooks(限時段),,,子聯播網,203,0,0,0,203,0,203,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2910,clickme,13548,(子)CF_300x250_banner_clickme(一般),,,子聯播網,458,8,0,8,453,0,458,1.75%,98.91%,0.00%,0.00%,1.75%
20260126,17,第一網站股份有限公司,2910,clickme,13549,CF_300x250_banner_clickme(一般),,,,878,109,0,109,719,0,878,12.41%,81.89%,0.00%,0.00%,12.41%
20260126,17,第一網站股份有限公司,2916,KiKiNote,13576,(子)CF_300x250_banner_kikinote,,知名媒體,子聯播網,808,42,0,42,776,0,808,5.20%,96.04%,0.00%,0.00%,5.20%
20260126,17,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13861,CF_300x250_網址下方右側(PB)_reurl,,知名媒體,,6,0,0,0,3,0,6,0.00%,50.00%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2768,czbooks,13903,(子)CF_300x250_banner_czbooks(直播),antifroud,,子聯播網,"252,210","28,511",0,"28,511","244,715",0,252210,11.30%,97.03%,0.00%,0.00%,11.30%
20260126,17,第一網站股份有限公司,2768,czbooks,14036,MW_320x480_CZBOOKS,antifroud,,,974,380,0,380,660,0,974,39.01%,67.76%,0.00%,0.00%,39.01%
20260126,17,陳人鳳,480,飛格寵物家族_PC,1407,CF-728X90_上方通欄_飛格寵物家族,,,,56,0,0,0,54,0,56,0.00%,96.43%,0.00%,0.00%,0.00%
20260126,17,陳人鳳,480,飛格寵物家族_PC,1408,CF-300X250_內文_飛格寵物家族,,,,66,0,0,0,66,0,66,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,14210,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,145,14,0,14,110,0,145,9.66%,75.86%,0.00%,0.00%,9.66%
20260126,17,巨思文化股份有限公司,3052,經理人_HB,14238,MW_文章結束第一塊_300x250_經理人-HB,,知名媒體,,6,2,0,2,4,0,6,33.33%,66.67%,0.00%,0.00%,33.33%
20260126,17,巨思文化股份有限公司,3052,經理人_HB,14241,MW_300x250_內文下方_經理人-HB,,知名媒體,,6,2,0,2,4,0,6,33.33%,66.67%,0.00%,0.00%,33.33%
20260126,17,巨思文化股份有限公司,3053,數位時代_HB,14242,CF_300x250_內文下方左側_數位時代-HB,,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,巨思文化股份有限公司,3053,數位時代_HB,14243,CF_300x250_內文下方右側_數位時代-HB,,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,巨思文化股份有限公司,3053,數位時代_HB,14246,MW_300x250_文章結束第一塊_數位時代-HB,,知名媒體,,6,0,0,0,4,0,6,0.00%,66.67%,0.00%,0.00%,0.00%
20260126,17,富盈數據股份有限公司,3059,塔科女子,14258,CF_336x280_全網_塔科女子,,知名媒體,,166,24,0,24,149,0,166,14.46%,89.76%,0.00%,0.00%,14.46%
20260126,17,CBROOT LTD,3003,包子漫畫-exchange,14291,MW_300x250_蓋板(PB)_包子漫畫,,,,227,125,0,125,135,0,227,55.07%,59.47%,0.00%,0.00%,55.07%
20260126,17,朱光宁,3152,石頭小說-exchange,14472,MW_336x280_Banner_石頭小說,,,,"2,484",712,0,712,"2,018",0,2484,28.66%,81.24%,0.00%,0.00%,28.66%
20260126,17,朱光宁,3149,稷下書院-exchange,14748,MW_320x100_置底(PB)_稷下書院,,,,"25,965","9,052",0,"9,052","19,082",0,25965,34.86%,73.49%,0.00%,0.00%,34.86%
20260126,17,巨思文化股份有限公司,3053,數位時代_HB,14764,MW_置底創意_(非展開)_數位時代_HB,,知名媒體,,68,10,0,10,49,0,68,14.71%,72.06%,0.00%,0.00%,14.71%
20260126,17,中天電視股份有限公司,3282,中天新聞網-exchange,14980,CF_970x250_內頁_PC置頂橫幅-中天新聞網-exchange,,知名媒體,,52,2,0,2,43,0,52,3.85%,82.69%,0.00%,0.00%,3.85%
20260126,17,曾憲敏,3327,85小說網_創意,15228,MW-創意-85小說網,,,,831,207,0,207,643,0,831,24.91%,77.38%,0.00%,0.00%,24.91%
20260126,17,中天電視股份有限公司,3282,中天新聞網-exchange,15859,CF_336x280_內頁_PC右側互動看板B-中天新聞網-exchange,,知名媒體,,603,10,0,10,539,0,603,1.66%,89.39%,0.00%,0.00%,1.66%
20260126,17,CBROOT LTD,3352,西瓜卡通-exchange,15970,CF_160x600_影音內容_西瓜卡通-exchange,,,,144,0,0,0,144,0,144,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,時報資訊股份有限公司,2817,旺得富,16910,CF_300x250_Billboard_1s_旺得富,,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,時報資訊股份有限公司,2817,旺得富,16911,CF_300x250_Billboard_2nd_旺得富,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,葉志斌,2745,繁中寶可夢卡表生成器-奶爸工作室-exchange,16950,CF_160x600_Banner_繁中寶可夢卡表生成器-奶爸工作室-exchange,,,,88,16,0,16,80,0,88,18.18%,90.91%,0.00%,0.00%,18.18%
20260126,17,葉志斌,2745,繁中寶可夢卡表生成器-奶爸工作室-exchange,16951,CF_300x600_Banner_繁中寶可夢卡表生成器-奶爸工作室-exchange,,,,70,14,0,14,63,0,70,20.00%,90.00%,0.00%,0.00%,20.00%
20260126,17,朱光宁,3360,提莫書屋-exchange,16957,MW_336x280banner_提莫書屋_exchange,,,,"16,475","3,916",0,"3,916","12,937",0,16475,23.77%,78.53%,0.00%,0.00%,23.77%
20260126,17,朱光宁,3361,提莫書屋-mobile,16958,MW_置底創意_提莫書屋-mobile,,,,62,22,0,22,48,0,62,35.48%,77.42%,0.00%,0.00%,35.48%
20260126,17,朱光宁,3361,提莫書屋-mobile,16959,MW_320x480_文中創意_提莫書屋-mobile,,,,62,18,0,18,46,0,62,29.03%,74.19%,0.00%,0.00%,29.03%
20260126,17,欣發現股份有限公司,3365,Hami任務牆-mobile,16969,MW_置底創意_Hami任務牆,,知名媒體,,12,0,0,0,10,0,12,0.00%,83.33%,0.00%,0.00%,0.00%
20260126,17,欣發現股份有限公司,3364,女子學-mobile,16972,MW_置底創意_女子學,antifroud,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,欣發現股份有限公司,3363,大人物-mobile,16973,MW_置底創意_大人物,,知名媒體,,6,2,0,2,6,0,6,33.33%,100.00%,0.00%,0.00%,33.33%
20260126,17,第一網站股份有限公司,2820,星座好朋友(horofriend88),17026,MW_320x480_蓋版_星座好朋友(horofriend88),antifroud,,,6,0,0,0,3,0,6,0.00%,50.00%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2783,漫畫櫃manhuagui,17027,MW_320x480_蓋版_漫畫櫃manhuagui,,,,"4,229","1,062",0,"1,062","3,186",0,4229,25.11%,75.34%,0.00%,0.00%,25.11%
20260126,17,朱光宁,3268,稷下書院-mobile,17207,MW_320x480_蓋版_稷下書院-mobile,,,,"27,707","8,671",0,"8,671","19,121",0,27707,31.30%,69.01%,0.00%,0.00%,31.30%
20260126,17,中華電視股份有限公司,3389,華視-mobile,17230,MW_置底創意(非展開)_華視-mobile,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,李立娟,3395,vivi0視頻-exchange,17293,CF_336x280_Banner_vivi01視頻-exchange,antifroud,,,"25,303",47,0,47,"18,701",0,25303,0.19%,73.91%,0.00%,0.00%,0.19%
20260126,17,李立娟,3395,vivi0視頻-exchange,17294,MW_336x280_Banner_vivi01視頻-exchange,antifroud,,,"46,812",110,0,110,"34,340",0,46812,0.23%,73.36%,0.00%,0.00%,0.23%
20260126,17,李立娟,3395,vivi0視頻-exchange,17300,MW_320x100_置底(PB)_vivi01視頻-exchange,antifroud,,,"2,243",10,0,10,"1,736",0,2243,0.45%,77.40%,0.00%,0.00%,0.45%
20260126,17,李立娟,3397,趣聞圖說-exchange,17309,MW_336x280_文中Banner_趣聞圖說-exchange,,,,958,5,0,5,958,0,958,0.52%,100.00%,0.00%,0.00%,0.52%
20260126,17,曾憲敏,601,85小說網_PC,1773,CF-300x250_85小說網_內文1,,,,192,26,0,26,179,0,192,13.54%,93.23%,0.00%,0.00%,13.54%
20260126,17,李立娟,3396,趣聞圖說-Mobile,17923,MW_置底創意(展開)_趣聞圖說-Mobile,,,,6,0,0,0,5,0,6,0.00%,83.33%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2768,czbooks,17927,MW_置底創意_czbook,,,,"15,957","5,260",0,"5,260","11,418",0,15957,32.96%,71.55%,0.00%,0.00%,32.96%
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18003,CF_300x250_互動看板2_工商時報-exchange,,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18007,CF_336x280_文末右側看板_工商時報-exchange,,知名媒體,,20,2,0,2,20,0,20,10.00%,100.00%,0.00%,0.00%,10.00%
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18014,MW_300x250_文末Banner1_工商時報-exchange,,知名媒體,,80,15,0,15,64,0,80,18.75%,80.00%,0.00%,0.00%,18.75%
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18015,MW_300x250_文末Banner2_工商時報-exchange,,知名媒體,,137,18,0,18,103,0,137,13.14%,75.18%,0.00%,0.00%,13.14%
20260126,17,第一網站股份有限公司,3440,fsa_passback_first,18201,CF_336x280_fsa_passback_first,,,,194,96,0,96,172,0,194,49.48%,88.66%,0.00%,0.00%,49.48%
20260126,17,第一網站股份有限公司,3440,fsa_passback_first,18202,CF_300x250_fsa_passback_first,,,,"3,785",273,0,273,"3,599",0,3785,7.21%,95.09%,0.00%,0.00%,7.21%
20260126,17,第一網站股份有限公司,3440,fsa_passback_first,18266,(子)CF_970x250_cfbanner_blog,,,子聯播網,"2,156",0,0,0,"2,156",0,2156,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,莊博凱,3455,夢遊電玩,18269,300x250 Banner,,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18278,CF_336x280_文中-MiddleBillboard_工商時報-exchange,,知名媒體,,8,0,0,0,8,0,8,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,朱光宁,3268,稷下書院-mobile,18297,MW_置底創意(展開)_稷下書院-mobile,,,,116,35,0,35,84,0,116,30.17%,72.41%,0.00%,0.00%,30.17%
20260126,17,冰楓科技有限公司,3485,冰楓論壇-exchange,18487,CF_970x90_內文上方第一塊_冰楓論壇-exchange,,,,826,58,0,58,811,0,826,7.02%,98.18%,0.00%,0.00%,7.02%
20260126,17,冰楓科技有限公司,3485,冰楓論壇-exchange,18488,MW_320x100_內文上方第一塊_ 冰楓論壇-exchange,antifroud,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,冰楓科技有限公司,3485,冰楓論壇-exchange,18492,MW_300x250_Banner_ 冰楓論壇-exchange,,,,402,27,0,27,398,0,402,6.72%,99.00%,0.00%,0.00%,6.72%
20260126,17,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,18535,MW_蓋版_縮短網址產生器-reurl,,知名媒體,,24,2,0,2,14,0,24,8.33%,58.33%,0.00%,0.00%,8.33%
20260126,17,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18544,(子)CF_300x600_指定流量_包子漫畫(特開流量)-exchange,,,子聯播網,72,0,0,0,72,0,72,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,CBROOT LTD,3510,包子漫畫_twmanga-exchange,18737,CF_970x90_Banner_ 包子漫畫_twmanga-exchange,,,,64,4,0,4,62,0,64,6.25%,96.88%,0.00%,0.00%,6.25%
20260126,17,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18911,MW_300x250_首頁_ENDBANNER_5_台灣英文新聞(new)-exchange,,知名媒體,,6,2,0,2,5,0,6,33.33%,83.33%,0.00%,0.00%,33.33%
20260126,17,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18924,CF_300x250_內容頁_右側看版_1_台灣英文新聞(new)-exchange,,知名媒體,,189,16,0,16,149,0,189,8.47%,78.84%,0.00%,0.00%,8.47%
20260126,17,艾得基客行銷顧問股份有限公司,3373,良醫健康網,19009,MW_蓋板_良醫健康網,,知名媒體,,125,51,0,51,85,0,125,40.80%,68.00%,0.00%,0.00%,40.80%
20260126,17,艾得基客行銷顧問股份有限公司,3373,良醫健康網,19010,MW_300x250_文中_良醫健康網,,知名媒體,,6,4,0,4,4,0,6,66.67%,66.67%,0.00%,0.00%,66.67%
20260126,17,聯合線上股份有限公司,3549,UDN元氣網,19018,CF_首頁文章推薦第三格300x250_UDN元氣網,,知名媒體,,6,2,0,2,5,0,6,33.33%,83.33%,0.00%,0.00%,33.33%
20260126,17,艾得基客行銷顧問股份有限公司,3552,玩具人,19044,MW_320x480_文中創意_玩具人,,知名媒體,,38,4,0,4,30,0,38,10.53%,78.95%,0.00%,0.00%,10.53%
20260126,17,第一網站股份有限公司,2783,漫畫櫃manhuagui,20685,MW_300X250_manhuagui,antifroud,,,"2,389",612,0,612,"1,857",0,2389,25.62%,77.73%,0.00%,0.00%,25.62%
20260126,17,德榕企業有限公司,3578,TW Bodhi_mobile,20708,MW_蓋板_TW Bodhi,,,,248,64,0,64,176,0,248,25.81%,70.97%,0.00%,0.00%,25.81%
20260126,17,德榕企業有限公司,3578,TW Bodhi_mobile,20719,MW_文中創意300x250_TW Bodhi,,,,6,2,0,2,5,0,6,33.33%,83.33%,0.00%,0.00%,33.33%
20260126,17,德榕企業有限公司,3581,忘憂書屋,20727,CF_336x280文章頁(RWD)_忘憂書屋,,,,12,2,0,2,11,0,12,16.67%,91.67%,0.00%,0.00%,16.67%
20260126,17,德榕企業有限公司,3582,忘憂書屋_mobile,20728,MW_文中創意300x250_忘憂書屋,,,,83,16,0,16,64,0,83,19.28%,77.11%,0.00%,0.00%,19.28%
20260126,17,德榕企業有限公司,3582,忘憂書屋_mobile,20729,MW_蓋板_忘憂書屋,,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,第一網站股份有限公司,2910,clickme,20735,(子)CF_300x250_banner_clickme(成人),,,子聯播網,"4,762",232,0,232,"4,553",0,4762,4.87%,95.61%,0.00%,0.00%,4.87%
20260126,17,第一網站股份有限公司,3440,fsa_passback_first,21699,CF_336x280_fsa_passback_first,,,,"2,129",215,0,215,"2,118",0,2129,10.10%,99.48%,0.00%,0.00%,10.10%
20260126,17,朱光宁,3269,石頭小說-mobile,21741,MW_320x480_蓋版_石頭小說-mobile,antifroud,,,13,2,0,2,11,0,13,15.38%,84.62%,0.00%,0.00%,15.38%
20260126,17,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21760,MW_文章三_336x280_TVBS-女人我最大_HB,,知名媒體,,160,60,0,60,94,0,160,37.50%,58.75%,0.00%,0.00%,37.50%
20260126,17,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21761,MW_文章四_336x280_TVBS-女人我最大_HB,,知名媒體,,784,299,0,299,511,0,784,38.14%,65.18%,0.00%,0.00%,38.14%
20260126,17,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21763,MW_文中創意320x480_TVBS-女人我最大_HB,,知名媒體,,784,226,0,226,482,0,784,28.83%,61.48%,0.00%,0.00%,28.83%
20260126,17,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21768,MW_文中創意320x480_TVBS-健康2.0_HB,,知名媒體,,"3,852",495,0,495,"2,834",0,3852,12.85%,73.57%,0.00%,0.00%,12.85%
20260126,17,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21770,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,331,46,0,46,267,0,331,13.90%,80.66%,0.00%,0.00%,13.90%
20260126,17,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21771,MW_文章四_336x280_TVBS-食尚玩家_HB,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21772,MW_文章置底_320x100_TVBS-食尚玩家_HB,,知名媒體,,12,4,0,4,9,0,12,33.33%,75.00%,0.00%,0.00%,33.33%
20260126,17,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21773,MW_文中創意320x480_TVBS-食尚玩家_HB,,知名媒體,,159,27,0,27,109,0,159,16.98%,68.55%,0.00%,0.00%,16.98%
20260126,17,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21830,(子)CF_300x250Banner_newtalk.tw_all_300250_1_新頭殼(R18),antifroud,知名媒體,子聯播網,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21839,ＭＷ_336x280Banner_newtalk.tw_mobile_all_336280_2_新頭殼(R18),antifroud,知名媒體,,6,0,0,0,3,0,6,0.00%,50.00%,0.00%,0.00%,0.00%
20260126,17,儂儂雜誌社股份有限公司(bella儂儂),2135,Bella儂儂_2024,21876,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,442,30,0,30,336,0,442,6.79%,76.02%,0.00%,0.00%,6.79%
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21898,CF_文章右側300x600_TVBS-新聞網_HB,,知名媒體,,14,0,0,0,14,0,14,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21899,MW_文章一_336x280_TVBS-新聞網_HB,,知名媒體,,"2,333",80,0,80,"1,602",0,2333,3.43%,68.67%,0.00%,0.00%,3.43%
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21900,MW_文章三_336x280_TVBS-新聞網_HB,,知名媒體,,138,2,0,2,90,0,138,1.45%,65.22%,0.00%,0.00%,1.45%
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21902,MW_文章置底_320x100_TVBS-新聞網_HB,,知名媒體,,"1,718",81,0,81,"1,163",0,1718,4.71%,67.69%,0.00%,0.00%,4.71%
20260126,17,富盈數據股份有限公司,3684,稅美人_mobile,21923,MW_置底創意(非展開)_稅美人-mobile,,,,"2,949",967,0,967,"2,150",0,2949,32.79%,72.91%,0.00%,0.00%,32.79%
20260126,17,富盈數據股份有限公司,3685,玩桌遊_mobile,21924,MW_置底創意(非展開)_玩桌遊-mobile,,,,261,79,0,79,182,0,261,30.27%,69.73%,0.00%,0.00%,30.27%
20260126,17,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,56,4,0,4,46,0,56,7.14%,82.14%,0.00%,0.00%,7.14%
20260126,17,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,74,8,0,8,58,0,74,10.81%,78.38%,0.00%,0.00%,10.81%
20260126,17,富盈數據股份有限公司,3703,繁體小說,22022,MW_置底創意(非展開)_繁體小說-mobile,,,,42,10,0,10,31,0,42,23.81%,73.81%,0.00%,0.00%,23.81%
20260126,17,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,806,160,0,160,660,0,806,19.85%,81.89%,0.00%,0.00%,19.85%
20260126,17,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,50,6,0,6,47,0,50,12.00%,94.00%,0.00%,0.00%,12.00%
20260126,17,朱光宁,3708,石頭小說,22045,CF_336 x 280 banner_石頭小說_cpc1.67,antifroud,,,"1,065",0,0,0,"1,065",0,1065,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,冠妍動力科技有限公司,484,小老婆汽機車資訊網,22058,MW_文中創意320x480_小老婆汽機車資訊網-測試,,知名媒體,,6,4,0,4,4,0,6,66.67%,66.67%,0.00%,0.00%,66.67%
20260126,17,朱光宁,3718,稷下書院2,22093,CF_336 x 280 banner_稷下書院2_cpc1.67,antifroud,,,"1,076",0,0,0,"1,076",0,1076,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,艾得基客行銷顧問股份有限公司,3719,遠見雜誌,22100,MW_320x480_文中創意_遠見_健康遠見,,知名媒體,,12,2,0,2,10,0,12,16.67%,83.33%,0.00%,0.00%,16.67%
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22131,CF_文中300x250_TVBS-新聞網_HB_1,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22132,CF_文中300x250_TVBS-新聞網_HB_2,,知名媒體,,30,0,0,0,29,0,30,0.00%,96.67%,0.00%,0.00%,0.00%
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22133,CF_文中300x250_TVBS-新聞網_HB_3,,知名媒體,,126,0,0,0,121,0,126,0.00%,96.03%,0.00%,0.00%,0.00%
20260126,17,冰楓科技有限公司,3485,冰楓論壇-exchange,22160,CF_300x250_Banner2_ 冰楓論壇-exchange,,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260126,17,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,570,20,0,20,534,0,570,3.51%,93.68%,0.00%,0.00%,3.51%
20260126,17,艾得基客行銷顧問股份有限公司,3724,上報,22217,MW_置底創意(非展開)_上報,,知名媒體,,670,80,0,80,521,0,670,11.94%,77.76%,0.00%,0.00%,11.94%
20260126,17,艾得基客行銷顧問股份有限公司,3724,上報,22218,MW_置底(展開)_上報,,知名媒體,,587,63,0,63,452,0,587,10.73%,77.00%,0.00%,0.00%,10.73%
20260126,17,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22219,MW_置底(展開)_Basketball TOP5,,,,224,8,0,8,139,0,224,3.57%,62.05%,0.00%,0.00%,3.57%
20260126,17,欣發現股份有限公司,3363,大人物-mobile,22222,MW_蓋板_大人物,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
