日期,小時,供應商名稱,網站,網站名稱,版位編號,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads,Reduced Value Inventory (RVI) Ads,Incentivized Browsing (RVI) Ads,Proxy Server (RVI) Ads,seeThrough Ads,Invisible URL Ads,Total Eligible Ads for Site Quality,% Reduced Value Inventory (RVI) Ads,% seeThrough Ads,Invisible URL rate,% Incentivized Browsing (RVI) Ads,% Proxy Server (RVI) Ads
20260127,08,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,239,76,0,76,174,0,239,31.80%,72.80%,0.00%,0.00%,31.80%
20260127,08,冠妍動力科技有限公司,484,小老婆汽機車資訊網,22058,MW_文中創意320x480_小老婆汽機車資訊網-測試,,知名媒體,,6,0,0,0,4,0,6,0.00%,66.67%,0.00%,0.00%,0.00%
20260127,08,艾得基客行銷顧問股份有限公司,3719,遠見雜誌,22105,MW_蓋板_遠見_遠見雜誌,,知名媒體,,94,2,0,2,71,0,94,2.13%,75.53%,0.00%,0.00%,2.13%
20260127,08,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22131,CF_文中300x250_TVBS-新聞網_HB_1,,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,08,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22132,CF_文中300x250_TVBS-新聞網_HB_2,,知名媒體,,18,0,0,0,18,0,18,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,08,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22133,CF_文中300x250_TVBS-新聞網_HB_3,,知名媒體,,45,0,0,0,45,0,45,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,08,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,79,4,0,4,68,0,79,5.06%,86.08%,0.00%,0.00%,5.06%
20260127,08,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22219,MW_置底(展開)_Basketball TOP5,,,,394,2,0,2,248,0,394,0.51%,62.94%,0.00%,0.00%,0.51%
20260127,08,艾得基客行銷顧問股份有限公司,2084,經濟日報,22220,MW_置底(展開)_經濟日報,,知名媒體,,"1,188",259,0,259,854,0,1188,21.80%,71.89%,0.00%,0.00%,21.80%
20260127,08,欣發現股份有限公司,3362,妞新聞-mobile,22221,MW_蓋板_妞新聞,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,08,欣發現股份有限公司,3363,大人物-mobile,22222,MW_蓋板_大人物,,知名媒體,,450,78,0,78,383,0,450,17.33%,85.11%,0.00%,0.00%,17.33%
20260127,08,朱光宁,3741,石頭小說3,22396,MW_置底_石頭小說3,,,,86,43,0,43,58,0,86,50.00%,67.44%,0.00%,0.00%,50.00%
20260127,08,朱光宁,3741,石頭小說3,22398,CF_336 x 280 banner_石頭小說3_cpc1.67,,,,"1,527",417,0,417,"1,235",0,1527,27.31%,80.88%,0.00%,0.00%,27.31%
20260127,08,朱光宁,3741,石頭小說3,22399,CF_320 x 480 橫幅_石頭小說3,,,,66,25,0,25,47,0,66,37.88%,71.21%,0.00%,0.00%,37.88%
20260127,08,闇碼科技股份有限公司,3068,限時圖片-imgus,22406,MW_置底_imgus,antifroud,,,137,6,0,6,95,0,137,4.38%,69.34%,0.00%,0.00%,4.38%
20260127,08,第一網站股份有限公司,2783,漫畫櫃manhuagui,22443,MW_置底_manhuagui,antifroud,,,"8,534","1,959",0,"1,959","6,544",0,8534,22.96%,76.68%,0.00%,0.00%,22.96%
20260127,08,艾得基客行銷顧問股份有限公司,3490,太報,22495,MW_300x250 BANNER_太報_CPM5,,知名媒體,子聯播網,12,6,0,6,8,0,12,50.00%,66.67%,0.00%,0.00%,50.00%
20260127,08,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22498,MW_300x250 Banner_Basketball TOP5_CPM5,,,子聯播網,866,12,0,12,523,0,866,1.39%,60.39%,0.00%,0.00%,1.39%
20260127,08,艾得基客行銷顧問股份有限公司,2578,鉅亨網,22507,MW_300x250_鉅亨網_直播用BN-1,,知名媒體,子聯播網,"1,222",89,0,89,928,0,1222,7.28%,75.94%,0.00%,0.00%,7.28%
20260127,08,艾得基客行銷顧問股份有限公司,3752,ＭoneyDJ,22514,MW_文中創意320x480_MoneyDJ,antifroud,知名媒體,,60,12,0,12,43,0,60,20.00%,71.67%,0.00%,0.00%,20.00%
20260127,08,艾得基客行銷顧問股份有限公司,2084,經濟日報,22517,MW_置底創意(非展開)_經濟日報,,知名媒體,,"5,216",997,0,997,"3,854",0,5216,19.11%,73.89%,0.00%,0.00%,19.11%
20260127,08,艾得基客行銷顧問股份有限公司,3373,良醫健康網,22732,MW_300x250_良醫健康網,,知名媒體,,6,2,0,2,4,0,6,33.33%,66.67%,0.00%,0.00%,33.33%
20260127,08,李承翰-webptt,718,Web批踢踢(RWD),2284,MW-蓋板_文中_Web批踢踢,antifroud,,,12,6,0,6,12,0,12,50.00%,100.00%,0.00%,0.00%,50.00%
20260127,08,麥智維,999,動漫戲說,3543,CF-728*90-內文上方-動漫戲說,antifroud,,,351,4,0,4,349,0,351,1.14%,99.43%,0.00%,0.00%,1.14%
20260127,08,肖偉彬,1287,紅櫻桃小說書庫,4678,CF-內文上方-300*250-紅櫻桃小說書庫,,,,20,8,0,8,13,0,20,40.00%,65.00%,0.00%,0.00%,40.00%
20260127,08,肖偉彬,1287,紅櫻桃小說書庫,4717,MW_文中創意300x250_紅櫻桃小說書庫,,,,26,0,0,0,25,0,26,0.00%,96.15%,0.00%,0.00%,0.00%
20260127,08,技達創意資訊有限公司,1299,泰好網,4733,CF-300*250-內文下方-泰好網,,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,08,技達創意資訊有限公司,1299,泰好網,4734,MW-320*100-首頁、內文上方-泰好網,,,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,08,陈晋福,1367,電視超人,4997,CF-300X250-電視超人,,,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,08,麥智維,999,動漫戲說,6069,CF-300*250-首頁-動漫戲說,,,,55,3,0,3,54,0,55,5.45%,98.18%,0.00%,0.00%,5.45%
20260127,08,精鏡傳媒股份有限公司,1060,鏡週刊,8250,MW_置底創意(非展開)_鏡週刊,,知名媒體,,42,6,0,6,29,0,42,14.29%,69.05%,0.00%,0.00%,14.29%
20260127,08,布林遊國際有限公司,1692,Bring You,8393,CF-300X250-上方通欄右側_BringYou,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,08,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8576,CF_336x280_戲劇-右側好康資訊下方_LINE TV-exchange,,知名媒體,,74,4,0,4,72,0,74,5.41%,97.30%,0.00%,0.00%,5.41%
20260127,08,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8577,CF_336x280_戲劇-右側好康資訊上方_LINE TV-exchange,,知名媒體,,162,4,0,4,161,0,162,2.47%,99.38%,0.00%,0.00%,2.47%
20260127,09,英屬維京群島商浩美數位有限公司台灣分公司,2315,Teepr亮新聞-exchange,10012,CF_336x280Banner_Teepr亮新聞-exchange,,知名媒體,,130,2,0,2,95,0,130,1.54%,73.08%,0.00%,0.00%,1.54%
20260127,09,昱得資訊工作室,2528,數位書香,11080,CF_728x90_首頁上方_數位書香,antifroud,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,昱得資訊工作室,2528,數位書香,11081,CF_160x600_首頁右側_數位書香,antifroud,,,245,0,0,0,245,0,245,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,第一網站股份有限公司,2518,麻辣家族討論區(twbts),11082,CF-728X90-twbts,antifroud,,,"1,243",0,0,0,"1,243",0,1243,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,第一網站股份有限公司,2492,ttshow,11273,MW-300X250-ttshow,,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,第一網站股份有限公司,2601,Meme梗圖倉庫,11443,CF-336X280-meme,,,,493,56,0,56,446,0,493,11.36%,90.47%,0.00%,0.00%,11.36%
20260127,09,艾得基客行銷顧問股份有限公司,2578,鉅亨網,12070,MW_320x480_文中創意_鉅亨網,,知名媒體,,"11,244",653,0,653,"8,681",0,11244,5.81%,77.21%,0.00%,0.00%,5.81%
20260127,09,時報資訊股份有限公司,2770,中時電子報_HB,12559,CF_300x250_右側互動看版_中時電子報_HB,,知名媒體,,"2,287",152,0,152,"2,186",0,2287,6.65%,95.58%,0.00%,0.00%,6.65%
20260127,09,時報資訊股份有限公司,2770,中時電子報_HB,12560,CF_336x280_文中看板_中時電子報_HB,,知名媒體,,"2,164",146,0,146,"2,068",0,2164,6.75%,95.56%,0.00%,0.00%,6.75%
20260127,09,時報資訊股份有限公司,2770,中時電子報_HB,12561,MW_300x250_內頁TOP Banner_中時電子報_HB,antifroud,知名媒體,,"2,222",335,0,335,"1,702",0,2222,15.08%,76.60%,0.00%,0.00%,15.08%
20260127,09,第一網站股份有限公司,2768,czbooks,12570,CF_728x90_banner_czbooks,,,,"2,096",344,0,344,"1,911",0,2096,16.41%,91.17%,0.00%,0.00%,16.41%
20260127,09,第一網站股份有限公司,2768,czbooks,12571,CF-300x600_Banner_czbooks,,,,"1,199",12,0,12,603,0,1199,1.00%,50.29%,0.00%,0.00%,1.00%
20260127,09,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12579,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,232",60,0,60,961,0,1232,4.87%,78.00%,0.00%,0.00%,4.87%
20260127,09,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12580,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,065",47,0,47,886,0,1065,4.41%,83.19%,0.00%,0.00%,4.41%
20260127,09,第一網站股份有限公司,2783,漫畫櫃manhuagui,12676,CF_728X90_manhuagui,antifroud,,,"22,678","2,436",0,"2,436","20,984",0,22678,10.74%,92.53%,0.00%,0.00%,10.74%
20260127,09,艾得基客行銷顧問股份有限公司,2635,工商時報,12761,MW_320x480_文中創意_工商時報new,,知名媒體,,112,8,0,8,83,0,112,7.14%,74.11%,0.00%,0.00%,7.14%
20260127,09,第一網站股份有限公司,2801,damanwoo,12868,CF-300x250_Banner_damanwoo_大人物,,,,57,0,0,0,57,0,57,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,第一網站股份有限公司,2820,星座好朋友(horofriend88),12966,MW_320x100_horofriend88,antifroud,,,74,0,0,0,46,0,74,0.00%,62.16%,0.00%,0.00%,0.00%
20260127,09,第一網站股份有限公司,2836,vivi01,13032,MW_置底創意_vivi01 ViVi視頻,,,,12,0,0,0,11,0,12,0.00%,91.67%,0.00%,0.00%,0.00%
20260127,09,第一網站股份有限公司,2838,mycard,13041,MW_320x480_加倍mycard,,,,602,0,0,0,602,0,602,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,和運租車股份有限公司,2878,abc好車網,13368,CF_970x90_物件頁下方_abc好車網,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,曾憲敏,202,85小說網,13445,MW_336X280_全量1_85小說網,,,,190,44,0,44,153,0,190,23.16%,80.53%,0.00%,0.00%,23.16%
20260127,09,曾憲敏,202,85小說網,13446,MW_336X280_全量2_85小說網,,,,"1,648",430,0,430,"1,273",0,1648,26.09%,77.25%,0.00%,0.00%,26.09%
20260127,09,第一網站股份有限公司,2910,clickme,13549,CF_300x250_banner_clickme(一般),,,,661,38,0,38,546,0,661,5.75%,82.60%,0.00%,0.00%,5.75%
20260127,09,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13847,CF_970x90_轉址失敗_下方第一排 _reurl,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13848,CF_300x250_轉址失敗_最右邊_reurl,,知名媒體,,24,0,0,0,23,0,24,0.00%,95.83%,0.00%,0.00%,0.00%
20260127,09,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13856,CF_300x250_轉址失敗頁第二塊_reurl,,知名媒體,,12,0,0,0,11,0,12,0.00%,91.67%,0.00%,0.00%,0.00%
20260127,09,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13861,CF_300x250_網址下方右側(PB)_reurl,,知名媒體,,6,4,0,4,3,0,6,66.67%,50.00%,0.00%,0.00%,66.67%
20260127,09,第一網站股份有限公司,2768,czbooks,14036,MW_320x480_CZBOOKS,antifroud,,,100,22,0,22,80,0,100,22.00%,80.00%,0.00%,0.00%,22.00%
20260127,09,陳人鳳,480,飛格寵物家族_PC,1407,CF-728X90_上方通欄_飛格寵物家族,,,,24,6,0,6,21,0,24,25.00%,87.50%,0.00%,0.00%,25.00%
20260127,09,陳人鳳,480,飛格寵物家族_PC,1408,CF-300X250_內文_飛格寵物家族,,,,157,0,0,0,157,0,157,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,飛凡傳播股份有限公司,1921,非凡新聞台-exchange,14188,MW_300x250_內文上方_非凡新聞-exchange,antifroud,知名媒體,,94,2,0,2,89,0,94,2.13%,94.68%,0.00%,0.00%,2.13%
20260127,09,飛凡傳播股份有限公司,1921,非凡新聞台-exchange,14189,CF_300x600_右側下方_非凡新聞-exchange,antifroud,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,14210,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,"1,144",23,0,23,"1,094",0,1144,2.01%,95.63%,0.00%,0.00%,2.01%
20260127,09,巨思文化股份有限公司,3052,經理人_HB,14238,MW_文章結束第一塊_300x250_經理人-HB,,知名媒體,,68,16,0,16,48,0,68,23.53%,70.59%,0.00%,0.00%,23.53%
20260127,09,巨思文化股份有限公司,3052,經理人_HB,14239,CF_300x250_內文下方右側_經理人-HB,,知名媒體,,48,4,0,4,46,0,48,8.33%,95.83%,0.00%,0.00%,8.33%
20260127,09,巨思文化股份有限公司,3052,經理人_HB,14240,CF_300x250_內文下方左側_經理人-HB,,知名媒體,,54,4,0,4,52,0,54,7.41%,96.30%,0.00%,0.00%,7.41%
20260127,09,巨思文化股份有限公司,3052,經理人_HB,14241,MW_300x250_內文下方_經理人-HB,,知名媒體,,70,16,0,16,50,0,70,22.86%,71.43%,0.00%,0.00%,22.86%
20260127,09,巨思文化股份有限公司,3053,數位時代_HB,14242,CF_300x250_內文下方左側_數位時代-HB,,知名媒體,,118,4,0,4,118,0,118,3.39%,100.00%,0.00%,0.00%,3.39%
20260127,09,巨思文化股份有限公司,3053,數位時代_HB,14243,CF_300x250_內文下方右側_數位時代-HB,,知名媒體,,130,6,0,6,129,0,130,4.62%,99.23%,0.00%,0.00%,4.62%
20260127,09,巨思文化股份有限公司,3053,數位時代_HB,14246,MW_300x250_文章結束第一塊_數位時代-HB,,知名媒體,,24,2,0,2,20,0,24,8.33%,83.33%,0.00%,0.00%,8.33%
20260127,09,富盈數據股份有限公司,3059,塔科女子,14258,CF_336x280_全網_塔科女子,,知名媒體,,104,50,0,50,77,0,104,48.08%,74.04%,0.00%,0.00%,48.08%
20260127,09,CBROOT LTD,3003,包子漫畫-exchange,14291,MW_300x250_蓋板(PB)_包子漫畫,,,,248,114,0,114,162,0,248,45.97%,65.32%,0.00%,0.00%,45.97%
20260127,09,朱光宁,3268,稷下書院-mobile,14737,MW_置底創意(非展開)_稷下書院-mobile,,,,12,6,0,6,8,0,12,50.00%,66.67%,0.00%,0.00%,50.00%
20260127,09,朱光宁,3149,稷下書院-exchange,14748,MW_320x100_置底(PB)_稷下書院,,,,"20,936","7,193",0,"7,193","15,172",0,20936,34.36%,72.47%,0.00%,0.00%,34.36%
20260127,09,巨思文化股份有限公司,3053,數位時代_HB,14764,MW_置底創意_(非展開)_數位時代_HB,,知名媒體,,188,35,0,35,129,0,188,18.62%,68.62%,0.00%,0.00%,18.62%
20260127,09,中天電視股份有限公司,3282,中天新聞網-exchange,14980,CF_970x250_內頁_PC置頂橫幅-中天新聞網-exchange,,知名媒體,,24,0,0,0,24,0,24,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,黃俊德,3298,Disp BBS_2023_Exchange,15013,CF_300x250_Disp BBS_2023_Exchange,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,今健康新媒體有限公司,3326,今健康-Mobile,15217,MW_置底創意(非展開)-今健康-Mobile,,知名媒體,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,曾憲敏,3327,85小說網_創意,15227,MW-300X250_85小說網_隨身影音PB,,,,12,2,0,2,10,0,12,16.67%,83.33%,0.00%,0.00%,16.67%
20260127,09,曾憲敏,3327,85小說網_創意,15228,MW-創意-85小說網,,,,336,88,0,88,253,0,336,26.19%,75.30%,0.00%,0.00%,26.19%
20260127,09,千晶文化事業股份有限公司,3336,Beauty 美人圈,15254,MW_置底創意(非展開)_ Beauty 美人圈,,知名媒體,,"2,404",162,0,162,"1,831",0,2404,6.74%,76.16%,0.00%,0.00%,6.74%
20260127,09,中天電視股份有限公司,3282,中天新聞網-exchange,15859,CF_336x280_內頁_PC右側互動看板B-中天新聞網-exchange,,知名媒體,,134,2,0,2,123,0,134,1.49%,91.79%,0.00%,0.00%,1.49%
20260127,09,CBROOT LTD,3352,西瓜卡通-exchange,15969,CF_728x90_影音內容_西瓜卡通-exchange,,,,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,CBROOT LTD,3352,西瓜卡通-exchange,15970,CF_160x600_影音內容_西瓜卡通-exchange,,,,146,0,0,0,146,0,146,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,時報資訊股份有限公司,2817,旺得富,16908,CF_970x250_MiddleBanner_旺得富,,知名媒體,,25,0,0,0,25,0,25,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,時報資訊股份有限公司,2817,旺得富,16910,CF_300x250_Billboard_1s_旺得富,,知名媒體,,30,0,0,0,30,0,30,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,時報資訊股份有限公司,2817,旺得富,16911,CF_300x250_Billboard_2nd_旺得富,,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,朱光宁,3360,提莫書屋-exchange,16957,MW_336x280banner_提莫書屋_exchange,,,,"13,154","3,307",0,"3,307","10,456",0,13154,25.14%,79.49%,0.00%,0.00%,25.14%
20260127,09,朱光宁,3361,提莫書屋-mobile,16958,MW_置底創意_提莫書屋-mobile,,,,30,2,0,2,23,0,30,6.67%,76.67%,0.00%,0.00%,6.67%
20260127,09,朱光宁,3361,提莫書屋-mobile,16959,MW_320x480_文中創意_提莫書屋-mobile,,,,48,12,0,12,39,0,48,25.00%,81.25%,0.00%,0.00%,25.00%
20260127,09,欣發現股份有限公司,3365,Hami任務牆-mobile,16969,MW_置底創意_Hami任務牆,,知名媒體,,829,97,0,97,751,0,829,11.70%,90.59%,0.00%,0.00%,11.70%
20260127,09,欣發現股份有限公司,3364,女子學-mobile,16972,MW_置底創意_女子學,antifroud,,,"2,175",363,0,363,"1,799",0,2175,16.69%,82.71%,0.00%,0.00%,16.69%
20260127,09,欣發現股份有限公司,3363,大人物-mobile,16973,MW_置底創意_大人物,,知名媒體,,174,51,0,51,135,0,174,29.31%,77.59%,0.00%,0.00%,29.31%
20260127,09,欣發現股份有限公司,3362,妞新聞-mobile,16974,MW_置底創意_妞新聞,,知名媒體,,18,3,0,3,15,0,18,16.67%,83.33%,0.00%,0.00%,16.67%
20260127,09,第一網站股份有限公司,2783,漫畫櫃manhuagui,17027,MW_320x480_蓋版_漫畫櫃manhuagui,,,,503,113,0,113,384,0,503,22.47%,76.34%,0.00%,0.00%,22.47%
20260127,09,艾得基客行銷顧問股份有限公司,3373,良醫健康網,17092,MW_置底創意_良醫健康網,,知名媒體,,36,4,0,4,25,0,36,11.11%,69.44%,0.00%,0.00%,11.11%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17173,CF_970x250_超級橫幅_Mobile01_HB,,知名媒體,,6,2,0,2,5,0,6,33.33%,83.33%,0.00%,0.00%,33.33%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17174,CF_970x250_超級橫幅_置底_Mobile01_HB,,知名媒體,,24,2,0,2,23,0,24,8.33%,95.83%,0.00%,0.00%,8.33%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17175,CF_970x90_橫幅Banner_Mobile01_HB,,知名媒體,,"1,932",43,0,43,"1,908",0,1932,2.23%,98.76%,0.00%,0.00%,2.23%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17176,CF_728x90_內頁橫幅Banner_7F_Mobile01_HB,,知名媒體,,142,10,0,10,141,0,142,7.04%,99.30%,0.00%,0.00%,7.04%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17178,CF_300x250_頻道頁_大看板_Mobile01_HB,,知名媒體,,117,6,0,6,114,0,117,5.13%,97.44%,0.00%,0.00%,5.13%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17179,CF_300x250_熱門大看板_Mobile01_HB,,知名媒體,,"2,273",63,0,63,"2,247",0,2273,2.77%,98.86%,0.00%,0.00%,2.77%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17180,CF_300x250_置底看板左_Mobile01_HB,,知名媒體,,812,20,0,20,803,0,812,2.46%,98.89%,0.00%,0.00%,2.46%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17181,CF_300x250_置底看板中_Mobile01_HB,,知名媒體,,798,18,0,18,789,0,798,2.26%,98.87%,0.00%,0.00%,2.26%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17182,CF_300x250_置底看板右_Mobile01_HB,,知名媒體,,16,6,0,6,16,0,16,37.50%,100.00%,0.00%,0.00%,37.50%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17183,CF_300x600_大摩天_Mobile01_HB,,知名媒體,,"1,253",43,0,43,"1,230",0,1253,3.43%,98.16%,0.00%,0.00%,3.43%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17184,CF_970x90_特殊banner_Mobile01_HB,,知名媒體,,8,0,0,0,8,0,8,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17185,CF_300x250_特殊看板右上_Mobile01_HB,,知名媒體,,8,4,0,4,8,0,8,50.00%,100.00%,0.00%,0.00%,50.00%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17192,CF_300x250_特殊置底看板左_Mobile01_HB,,知名媒體,,10,0,0,0,10,0,10,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17193,CF_300x250_特殊置底看板中_Mobile01_HB,,知名媒體,,10,6,0,6,10,0,10,60.00%,100.00%,0.00%,0.00%,60.00%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17195,CF_300x600_特殊大摩天_Mobile01_HB,,知名媒體,,10,0,0,0,10,0,10,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17196,CF_160x600_門神_right_Mobile01_HB,,知名媒體,,208,2,0,2,207,0,208,0.96%,99.52%,0.00%,0.00%,0.96%
20260127,09,詠勝科技有限公司,3385,Mobile01_HB,17197,CF_160x600_門神_left_Mobile01_HB,,知名媒體,,202,2,0,2,201,0,202,0.99%,99.50%,0.00%,0.00%,0.99%
20260127,09,朱光宁,3268,稷下書院-mobile,17207,MW_320x480_蓋版_稷下書院-mobile,,,,"3,967","1,250",0,"1,250","2,764",0,3967,31.51%,69.67%,0.00%,0.00%,31.51%
20260127,09,李立娟,3395,vivi0視頻-exchange,17293,CF_336x280_Banner_vivi01視頻-exchange,antifroud,,,"38,382",103,0,103,"28,665",0,38382,0.27%,74.68%,0.00%,0.00%,0.27%
20260127,09,李立娟,3395,vivi0視頻-exchange,17294,MW_336x280_Banner_vivi01視頻-exchange,antifroud,,,"46,529",150,0,150,"34,933",0,46529,0.32%,75.08%,0.00%,0.00%,0.32%
20260127,09,李立娟,3395,vivi0視頻-exchange,17300,MW_320x100_置底(PB)_vivi01視頻-exchange,antifroud,,,"70,998",219,0,219,"52,950",0,70998,0.31%,74.58%,0.00%,0.00%,0.31%
20260127,09,李立娟,3397,趣聞圖說-exchange,17309,MW_336x280_文中Banner_趣聞圖說-exchange,,,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,李立娟,3396,趣聞圖說-Mobile,17923,MW_置底創意(展開)_趣聞圖說-Mobile,,,,40,0,0,0,34,0,40,0.00%,85.00%,0.00%,0.00%,0.00%
20260127,09,第一網站股份有限公司,2768,czbooks,17927,MW_置底創意_czbook,,,,"12,274","4,102",0,"4,102","8,785",0,12274,33.42%,71.57%,0.00%,0.00%,33.42%
20260127,09,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18003,CF_300x250_互動看板2_工商時報-exchange,,知名媒體,,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%
20260127,09,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18007,CF_336x280_文末右側看板_工商時報-exchange,,知名媒體,,88,2,0,2,87,0,88,2.27%,98.86%,0.00%,0.00%,2.27%
20260127,09,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18008,CF_336x280_文末左側看板_工商時報-exchange,,知名媒體,,70,4,0,4,68,0,70,5.71%,97.14%,0.00%,0.00%,5.71%
20260127,09,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18014,MW_300x250_文末Banner1_工商時報-exchange,,知名媒體,,40,10,0,10,27,0,40,25.00%,67.50%,0.00%,0.00%,25.00%
20260127,09,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18015,MW_300x250_文末Banner2_工商時報-exchange,,知名媒體,,172,32,0,32,127,0,172,18.60%,73.84%,0.00%,0.00%,18.60%
20260127,09,第一網站股份有限公司,3440,fsa_passback_first,18201,CF_336x280_fsa_passback_first,,,,"1,682",253,0,253,"1,537",0,1682,15.04%,91.38%,0.00%,0.00%,15.04%
20260127,09,第一網站股份有限公司,3440,fsa_passback_first,18202,CF_300x250_fsa_passback_first,,,,"2,198",127,0,127,"2,091",0,2198,5.78%,95.13%,0.00%,0.00%,5.78%
20260127,09,朱光宁,3268,稷下書院-mobile,18297,MW_置底創意(展開)_稷下書院-mobile,,,,304,76,0,76,230,0,304,25.00%,75.66%,0.00%,0.00%,25.00%
20260127,09,冰楓科技有限公司,3485,冰楓論壇-exchange,18487,CF_970x90_內文上方第一塊_冰楓論壇-exchange,,,,957,4,0,4,957,0,957,0.42%,100.00%,0.00%,0.00%,0.42%
20260127,09,冰楓科技有限公司,3485,冰楓論壇-exchange,18488,MW_320x100_內文上方第一塊_ 冰楓論壇-exchange,antifroud,,,84,6,0,6,79,0,84,7.14%,94.05%,0.00%,0.00%,7.14%
20260127,09,冰楓科技有限公司,3485,冰楓論壇-exchange,18492,MW_300x250_Banner_ 冰楓論壇-exchange,,,,336,0,0,0,335,0,336,0.00%,99.70%,0.00%,0.00%,0.00%
