日期,小時,版位編號,供應商名稱,網站,網站名稱,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads (Viewability),Eligible Ads for Viewability (Viewability),Measured Ads (Viewability),% Measured Ads (Viewability),Viewable Impressions (Viewability),% Viewable Impressions (Viewability),Non-Viewable Ads (Viewability),% Non-Viewable Ads (Viewability),Average Time In View (Sec) (Viewability),Total Tracked Ads (IVT),Eligible Ads for Invalid Traffic (IVT),Invalid Traffic Ads (IVT),Valid Traffic Ads (IVT),General Invalid Traffic (GIVT) Ads (IVT),Sophisticated Invalid Traffic (SIVT) Ads (IVT),Bots (SIVT) Ads (IVT),Domain Spoofing (SIVT) Ads (IVT),Hidden Ads (SIVT) Ads (IVT),% Eligible for Invalid Traffic (IVT),% Invalid Traffic Ads (IVT),% General Invalid Traffic (GIVT) Ads (IVT),% Sophisticated Invalid Traffic (SIVT) Ads (IVT),% Bots (SIVT) Ads (IVT),% Domain Spoofing (SIVT) Ads (IVT),% Hidden Ads (SIVT) Ads (IVT),Total Tracked Ads (SiteQuality),Reduced Value Inventory (RVI) Ads (SiteQuality),Incentivized Browsing (RVI) Ads (SiteQuality),Proxy Server (RVI) Ads (SiteQuality),seeThrough Ads (SiteQuality),Invisible URL Ads (SiteQuality),Total Eligible Ads for Site Quality (SiteQuality),% Reduced Value Inventory (RVI) Ads (SiteQuality),% seeThrough Ads (SiteQuality),Invisible URL rate (SiteQuality),% Incentivized Browsing (RVI) Ads (SiteQuality),% Proxy Server (RVI) Ads (SiteQuality),Total Tracked Ads (BrandSuitability),MFA Ads (BrandSuitability),AD Clutter Ads (BrandSuitability),Total Eligible Ads for Brand Suitability (BrandSuitability),Brand Suitability Passed Ads (BrandSuitability),Brand Suitability Failed Ads (BrandSuitability),% Brand Suitability Passed Ads (BrandSuitability),% Brand Suitability Failed Ads (BrandSuitability),MFA rate (BrandSuitability),AD Clutter rate (BrandSuitability),Total Tracked Ads (QualImpressions),Eligible ads for quality Impressions (QualImpressions),Quality Ads (QualImpressions),Non-quality Ads (QualImpressions),Quality Ads rate (QualImpressions),Non-quality Ads rate (QualImpressions)
20260126,22,17297,李立娟,3397.0,趣聞圖說-exchange,(子)MW_336x280_Banner_趣聞圖說-exchange,antifroud,,,"59,265","28,629","28,628",100.00%,"15,112",52.79%,"13,516",47.21%,3.61,"59,265","59,265",491,"58,774",363,128,128,0,0,100.00%,0.83%,0.61%,0.22%,0.22%,0.00%,0.00%,"59,265",235,0,235,"48,538",0,"59,265",0.40%,81.90%,0.00%,0.00%,0.40%,"59,265",0,0,"59,265","53,091","6,174",89.58%,10.42%,0.00%,0.00%,"59,265","59,265","53,091","6,174",89.58%,10.42%
20260126,22,17299,李立娟,3395.0,vivi0視頻-exchange,MW_300x250_蓋板(PB)-vivi01視頻-exchange,,,,70,35,35,100.00%,2,5.71%,33,94.29%,0.27,70,70,0,70,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,76,0,0,0,74,0,76,0.00%,97.37%,0.00%,0.00%,0.00%,76,0,0,76,74,2,97.37%,2.63%,0.00%,0.00%,76,76,74,2,97.37%,2.63%
20260126,22,17300,李立娟,3395.0,vivi0視頻-exchange,MW_320x100_置底(PB)_vivi01視頻-exchange,antifroud,,,632,311,311,100.00%,209,67.20%,102,32.80%,15.12,632,632,0,632,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,632,4,0,4,476,0,632,0.63%,75.32%,0.00%,0.00%,0.63%,632,0,0,632,607,25,96.04%,3.96%,0.00%,0.00%,632,632,607,25,96.04%,3.96%
20260126,22,17309,李立娟,3397.0,趣聞圖說-exchange,MW_336x280_文中Banner_趣聞圖說-exchange,,,,14,7,7,100.00%,3,42.86%,4,57.14%,1.08,14,14,0,14,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,0,0,0,14,0,14,0.00%,100.00%,0.00%,0.00%,0.00%,14,0,0,14,10,4,71.43%,28.57%,0.00%,0.00%,14,14,10,4,71.43%,28.57%
20260126,22,1773,曾憲敏,601.0,85小說網_PC,CF-300x250_85小說網_內文1,,,,286,143,143,100.00%,126,88.11%,17,11.89%,15.24,292,292,0,292,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,292,66,0,66,260,0,292,22.60%,89.04%,0.00%,0.00%,22.60%,280,0,0,280,182,98,65.00%,35.00%,0.00%,0.00%,292,292,189,103,64.73%,35.27%
20260126,22,17927,第一網站股份有限公司,2768.0,czbooks,MW_置底創意_czbook,,,,46,23,23,100.00%,22,95.65%,1,4.35%,14.11,46,46,0,46,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40,15,0,15,30,0,40,37.50%,75.00%,0.00%,0.00%,37.50%,46,0,0,46,29,17,63.04%,36.96%,0.00%,0.00%,46,46,29,17,63.04%,36.96%
20260126,22,18003,時報資訊股份有限公司_工商時報,3427.0,工商時報-exchange,CF_300x250_互動看板2_工商時報-exchange,,知名媒體,,30,8,8,100.00%,2,25.00%,6,75.00%,3.39,30,30,12,18,0,12,12,0,0,100.00%,40.00%,0.00%,40.00%,40.00%,0.00%,0.00%,30,0,0,0,30,0,30,0.00%,100.00%,0.00%,0.00%,0.00%,30,0,0,30,16,14,53.33%,46.67%,0.00%,0.00%,30,30,16,14,53.33%,46.67%
20260126,22,18202,第一網站股份有限公司,3440.0,fsa_passback_first,CF_300x250_fsa_passback_first,,,,"1,375",663,663,100.00%,385,58.07%,278,41.93%,24.68,"1,375","1,375",27,"1,348",0,27,27,0,0,100.00%,1.96%,0.00%,1.96%,1.96%,0.00%,0.00%,"1,387",247,0,247,"1,219",0,"1,387",17.81%,87.89%,0.00%,0.00%,17.81%,"1,399",0,0,"1,399","1,145",254,81.84%,18.16%,0.00%,0.00%,"1,405","1,405","1,150",255,81.85%,18.15%
20260126,22,18266,第一網站股份有限公司,3440.0,fsa_passback_first,(子)CF_970x250_cfbanner_blog,,,子聯播網,"1,023",356,356,100.00%,39,10.96%,317,89.04%,1.76,"1,023","1,023",134,889,14,120,120,0,0,100.00%,13.10%,1.37%,11.73%,11.73%,0.00%,0.00%,"1,017",138,0,138,"1,017",0,"1,017",13.57%,100.00%,0.00%,0.00%,13.57%,"1,029",0,0,"1,029",854,175,82.99%,17.01%,0.00%,0.00%,"1,035","1,035",857,178,82.80%,17.20%
20260126,22,18269,莊博凱,3455.0,夢遊電玩,300x250 Banner,,,,20,7,7,100.00%,0,0.00%,7,100.00%,0.00,20,20,0,20,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20,0,0,0,20,0,20,0.00%,100.00%,0.00%,0.00%,0.00%,20,0,0,20,14,6,70.00%,30.00%,0.00%,0.00%,20,20,14,6,70.00%,30.00%
20260126,22,18487,冰楓科技有限公司,3485.0,冰楓論壇-exchange,CF_970x90_內文上方第一塊_冰楓論壇-exchange,,,,868,393,393,100.00%,77,19.59%,316,80.41%,3.15,874,874,12,862,6,6,6,0,0,100.00%,1.37%,0.69%,0.69%,0.69%,0.00%,0.00%,868,54,0,54,840,0,868,6.22%,96.77%,0.00%,0.00%,6.22%,880,0,0,880,742,138,84.32%,15.68%,0.00%,0.00%,886,886,745,141,84.09%,15.91%
20260126,22,18488,冰楓科技有限公司,3485.0,冰楓論壇-exchange,MW_320x100_內文上方第一塊_ 冰楓論壇-exchange,antifroud,,,6,2,2,100.00%,2,100.00%,0,0.00%,17.50,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%,6,0,0,6,4,2,66.67%,33.33%,0.00%,0.00%,6,6,4,2,66.67%,33.33%
20260126,22,18492,冰楓科技有限公司,3485.0,冰楓論壇-exchange,MW_300x250_Banner_ 冰楓論壇-exchange,,,,300,123,123,100.00%,61,49.59%,62,50.41%,10.03,300,300,10,290,6,4,4,0,0,100.00%,3.33%,2.00%,1.33%,1.33%,0.00%,0.00%,300,9,0,9,299,0,300,3.00%,99.67%,0.00%,0.00%,3.00%,300,0,0,300,267,33,89.00%,11.00%,0.00%,0.00%,300,300,267,33,89.00%,11.00%
20260126,22,18544,CBROOT LTD,3492.0,包子漫畫(特開流量)-exchange,(子)CF_300x600_指定流量_包子漫畫(特開流量)-exchange,,,子聯播網,"22,735","10,595","10,595",100.00%,"6,459",60.96%,"4,136",39.04%,31.41,"22,735","22,735",351,"22,384",48,303,303,0,0,100.00%,1.54%,0.21%,1.33%,1.33%,0.00%,0.00%,"22,759",582,0,582,"22,745",0,"22,759",2.56%,99.94%,0.00%,0.00%,2.56%,"22,735",0,0,"22,735","20,113","2,622",88.47%,11.53%,0.00%,0.00%,"22,783","22,783","20,152","2,631",88.45%,11.55%
20260126,22,18545,CBROOT LTD,3492.0,包子漫畫(特開流量)-exchange,(子)CF_970x250_指定時段_包子漫畫(特開流量)-exchange,,,子聯播網,"88,334","37,710","37,710",100.00%,"3,531",9.36%,"34,179",90.64%,1.00,"88,334","88,334",687,"87,647",22,665,665,0,0,100.00%,0.78%,0.02%,0.75%,0.75%,0.00%,0.00%,"88,328",593,0,593,"88,300",0,"88,328",0.67%,99.97%,0.00%,0.00%,0.67%,"88,316",0,0,"88,316","82,142","6,174",93.01%,6.99%,0.00%,0.00%,"88,334","88,334","82,160","6,174",93.01%,6.99%
20260126,22,18546,CBROOT LTD,3492.0,包子漫畫(特開流量)-exchange,(子)CF_300x250_指定時段_包子漫畫(特開流量)-exchange,,,子聯播網,"219,438","83,275","83,274",100.00%,"11,610",13.94%,"71,664",86.06%,1.19,"219,438","219,438","1,755","217,683",439,"1,316","1,316",0,0,100.00%,0.80%,0.20%,0.60%,0.60%,0.00%,0.00%,"219,438","2,015",0,"2,015","219,352",0,"219,438",0.92%,99.96%,0.00%,0.00%,0.92%,"219,438",0,0,"219,438","199,639","19,799",90.98%,9.02%,0.00%,0.00%,"219,438","219,438","199,639","19,799",90.98%,9.02%
20260126,22,18558,CBROOT LTD,3492.0,包子漫畫(特開流量)-exchange,CF_970x250_指定時段_包子漫畫(特開流量PB)-exchange,,,,"62,445","28,295","28,295",100.00%,"2,876",10.16%,"25,419",89.84%,1.07,"62,445","62,445",458,"61,987",169,289,289,0,0,100.00%,0.73%,0.27%,0.46%,0.46%,0.00%,0.00%,"62,451",436,0,436,"62,451",0,"62,451",0.70%,100.00%,0.00%,0.00%,0.70%,"62,457",0,0,"62,457","57,303","5,154",91.75%,8.25%,0.00%,0.00%,"62,463","62,463","57,309","5,154",91.75%,8.25%
20260126,22,18732,CBROOT LTD,3510.0,包子漫畫_twmanga-exchange,MW_336x280_Banner_包子漫畫_twmanga,,,子聯播網,"53,615","24,053","24,053",100.00%,"8,186",34.03%,"15,867",65.97%,1.10,"53,615","53,615",262,"53,353",66,196,196,0,0,100.00%,0.49%,0.12%,0.37%,0.37%,0.00%,0.00%,"53,615",615,0,615,"53,235",0,"53,615",1.15%,99.29%,0.00%,0.00%,1.15%,"53,615",0,0,"53,615","38,097","15,518",71.06%,28.94%,0.00%,0.00%,"53,615","53,615","38,097","15,518",71.06%,28.94%
20260126,22,18735,CBROOT LTD,3510.0,包子漫畫_twmanga-exchange,CF_336x280_Banner_包子漫畫_twmanga-exchange,,,,478,190,190,100.00%,1,0.53%,189,99.47%,0.01,478,478,3,475,0,3,3,0,0,100.00%,0.63%,0.00%,0.63%,0.63%,0.00%,0.00%,472,6,0,6,472,0,472,1.27%,100.00%,0.00%,0.00%,1.27%,478,0,0,478,460,18,96.23%,3.77%,0.00%,0.00%,478,478,460,18,96.23%,3.77%
20260126,22,18736,CBROOT LTD,3510.0,包子漫畫_twmanga-exchange,CF_970x250_ 包子漫畫_twmanga-exchange,,,,893,363,363,100.00%,33,9.09%,330,90.91%,0.88,893,893,49,844,6,43,43,0,0,100.00%,5.49%,0.67%,4.82%,4.82%,0.00%,0.00%,893,54,0,54,893,0,893,6.05%,100.00%,0.00%,0.00%,6.05%,887,0,0,887,778,109,87.71%,12.29%,0.00%,0.00%,899,899,789,110,87.76%,12.24%
20260126,22,18756,第一網站股份有限公司,3516.0,ezneering,(子)CF_300x250_Banner_ezneering,,,子聯播網,14,7,7,100.00%,2,28.57%,5,71.43%,0.29,14,14,0,14,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,0,0,0,14,0,14,0.00%,100.00%,0.00%,0.00%,0.00%,14,0,0,14,14,0,100.00%,0.00%,0.00%,0.00%,14,14,14,0,100.00%,0.00%
20260126,22,18887,舒禾驊,3535.0,荷花動漫筆記,CF_336x280_文章頁文中_荷花動漫筆記,,,,32,13,13,100.00%,7,53.85%,6,46.15%,57.82,32,32,0,32,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32,0,0,0,32,0,32,0.00%,100.00%,0.00%,0.00%,0.00%,32,0,0,32,27,5,84.38%,15.62%,0.00%,0.00%,32,32,27,5,84.38%,15.62%
20260126,22,18924,台灣英文新聞股份有限公司,3537.0,台灣英文新聞(new)-exchange,CF_300x250_內容頁_右側看版_1_台灣英文新聞(new)-exchange,,知名媒體,,137,49,49,100.00%,3,6.12%,46,93.88%,2.24,137,137,38,99,36,2,2,0,0,100.00%,27.74%,26.28%,1.46%,1.46%,0.00%,0.00%,131,15,0,15,109,0,131,11.45%,83.21%,0.00%,0.00%,11.45%,137,0,0,137,97,40,70.80%,29.20%,0.00%,0.00%,137,137,97,40,70.80%,29.20%
20260126,22,18925,台灣英文新聞股份有限公司,3537.0,台灣英文新聞(new)-exchange,CF_300x600_內容頁_右側看版_2_台灣英文新聞(new)-exchange,,知名媒體,,14,5,5,100.00%,1,20.00%,4,80.00%,5.76,14,14,4,10,4,0,0,0,0,100.00%,28.57%,28.57%,0.00%,0.00%,0.00%,0.00%,14,0,0,0,14,0,14,0.00%,100.00%,0.00%,0.00%,0.00%,14,0,0,14,10,4,71.43%,28.57%,0.00%,0.00%,14,14,10,4,71.43%,28.57%
20260126,22,19031,聯合線上股份有限公司,3442.0,UDN聯合新聞網,MW_置底創意_UDN聯合新聞網,antifroud,知名媒體,,,,,0.00%,,0.00%,,0.00%,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,3,0,6,0.00%,50.00%,0.00%,0.00%,0.00%,6,0,0,6,6,0,100.00%,0.00%,0.00%,0.00%,6,6,6,0,100.00%,0.00%
20260126,22,19044,艾得基客行銷顧問股份有限公司,3552.0,玩具人,MW_320x480_文中創意_玩具人,,知名媒體,,251,125,125,100.00%,93,74.40%,32,25.60%,16.38,245,245,0,245,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,245,34,0,34,174,0,245,13.88%,71.02%,0.00%,0.00%,13.88%,233,0,0,233,223,10,95.71%,4.29%,0.00%,0.00%,251,251,240,11,95.62%,4.38%
20260126,22,20685,第一網站股份有限公司,2783.0,漫畫櫃manhuagui,MW_300X250_manhuagui,antifroud,,,40,20,20,100.00%,9,45.00%,11,55.00%,7.74,40,40,0,40,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40,10,0,10,31,0,40,25.00%,77.50%,0.00%,0.00%,25.00%,40,0,0,40,36,4,90.00%,10.00%,0.00%,0.00%,40,40,36,4,90.00%,10.00%
20260126,22,20708,德榕企業有限公司,3578.0,TW Bodhi_mobile,MW_蓋板_TW Bodhi,,,,794,394,394,100.00%,0,0.00%,394,100.00%,0.00,794,794,6,788,0,6,6,0,0,100.00%,0.76%,0.00%,0.76%,0.76%,0.00%,0.00%,818,333,0,333,555,0,818,40.71%,67.85%,0.00%,0.00%,40.71%,806,0,0,806,800,6,99.26%,0.74%,0.00%,0.00%,818,818,812,6,99.27%,0.73%
20260126,22,20727,德榕企業有限公司,3581.0,忘憂書屋,CF_336x280文章頁(RWD)_忘憂書屋,,,,172,82,82,100.00%,0,0.00%,82,100.00%,0.00,172,172,7,165,2,5,5,0,0,100.00%,4.07%,1.16%,2.91%,2.91%,0.00%,0.00%,178,0,0,0,176,0,178,0.00%,98.88%,0.00%,0.00%,0.00%,178,0,0,178,171,7,96.07%,3.93%,0.00%,0.00%,178,178,171,7,96.07%,3.93%
20260126,22,20735,第一網站股份有限公司,2910.0,clickme,(子)CF_300x250_banner_clickme(成人),,,子聯播網,"13,300","6,288","6,288",100.00%,"2,285",36.34%,"4,003",63.66%,2.72,"13,300","13,300",276,"13,024",149,127,127,0,0,100.00%,2.08%,1.12%,0.95%,0.95%,0.00%,0.00%,"13,324","1,156",0,"1,156","12,357",0,"13,324",8.68%,92.74%,0.00%,0.00%,8.68%,"13,318",0,0,"13,318","11,094","2,224",83.30%,16.70%,0.00%,0.00%,"13,330","13,330","11,106","2,224",83.32%,16.68%
20260126,22,21761,富盈數據股份有限公司,3653.0,TVBS-女人我最大_HB,MW_文章四_336x280_TVBS-女人我最大_HB,,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,10.33,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,2,0,2,4,0,6,33.33%,66.67%,0.00%,0.00%,33.33%,6,0,0,6,6,0,100.00%,0.00%,0.00%,0.00%,6,6,6,0,100.00%,0.00%
20260126,22,21763,富盈數據股份有限公司,3653.0,TVBS-女人我最大_HB,MW_文中創意320x480_TVBS-女人我最大_HB,,知名媒體,,"3,110","1,494","1,494",100.00%,"1,185",79.32%,309,20.68%,24.88,"3,116","3,116",2,"3,114",0,2,2,0,0,100.00%,0.06%,0.00%,0.06%,0.06%,0.00%,0.00%,"3,122",438,0,438,"2,017",0,"3,122",14.03%,64.61%,0.00%,0.00%,14.03%,"3,122",0,0,"3,122","3,048",74,97.63%,2.37%,0.00%,0.00%,"3,134","3,134","3,059",75,97.61%,2.39%
20260126,22,21770,富盈數據股份有限公司,3655.0,TVBS-食尚玩家_HB,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,116,57,57,100.00%,36,63.16%,21,36.84%,4.26,116,116,0,116,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,110,6,0,6,90,0,110,5.45%,81.82%,0.00%,0.00%,5.45%,110,0,0,110,105,5,95.45%,4.55%,0.00%,0.00%,116,116,111,5,95.69%,4.31%
20260126,22,21773,富盈數據股份有限公司,3655.0,TVBS-食尚玩家_HB,MW_文中創意320x480_TVBS-食尚玩家_HB,,知名媒體,,"1,059",511,511,100.00%,377,73.78%,134,26.22%,24.69,"1,059","1,059",8,"1,051",0,8,8,0,0,100.00%,0.76%,0.00%,0.76%,0.76%,0.00%,0.00%,"1,047",120,0,120,721,0,"1,047",11.46%,68.86%,0.00%,0.00%,11.46%,"1,059",0,0,"1,059","1,003",56,94.71%,5.29%,0.00%,0.00%,"1,059","1,059","1,003",56,94.71%,5.29%
20260126,22,21830,先驅媒體社會企業股份有限公司,3554.0,新頭殼(R18),(子)CF_300x250Banner_newtalk.tw_all_300250_1_新頭殼(R18),antifroud,知名媒體,子聯播網,6,2,2,100.00%,1,50.00%,1,50.00%,30.00,6,6,2,4,2,0,0,0,0,100.00%,33.33%,33.33%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%,6,0,0,6,4,2,66.67%,33.33%,0.00%,0.00%,6,6,4,2,66.67%,33.33%
20260126,22,21831,先驅媒體社會企業股份有限公司,3554.0,新頭殼(R18),(子)CF_300x250Banner_newtalk.tw_all_300250_2_新頭殼(R18),,知名媒體,子聯播網,6,2,2,100.00%,2,100.00%,0,0.00%,15.00,6,6,2,4,2,0,0,0,0,100.00%,33.33%,33.33%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%,6,0,0,6,4,2,66.67%,33.33%,0.00%,0.00%,6,6,4,2,66.67%,33.33%
20260126,22,21839,先驅媒體社會企業股份有限公司,3554.0,新頭殼(R18),ＭＷ_336x280Banner_newtalk.tw_mobile_all_336280_2_新頭殼(R18),antifroud,知名媒體,,86,42,42,100.00%,33,78.57%,9,21.43%,14.02,86,86,0,86,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,80,0,0,0,78,0,80,0.00%,97.50%,0.00%,0.00%,0.00%,86,0,0,86,83,3,96.51%,3.49%,0.00%,0.00%,86,86,83,3,96.51%,3.49%
20260126,22,21876,儂儂雜誌社股份有限公司(bella儂儂),2135.0,Bella儂儂_2024,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,"1,424",710,710,100.00%,400,56.34%,310,43.66%,3.64,"1,430","1,430",3,"1,427",0,3,3,0,0,100.00%,0.21%,0.00%,0.21%,0.21%,0.00%,0.00%,"1,424",142,0,142,"1,070",0,"1,424",9.97%,75.14%,0.00%,0.00%,9.97%,"1,406",0,0,"1,406","1,350",56,96.02%,3.98%,0.00%,0.00%,"1,442","1,442","1,384",58,95.98%,4.02%
20260126,22,21898,富盈數據股份有限公司,3680.0,TVBS-新聞網_HB,CF_文章右側300x600_TVBS-新聞網_HB,,知名媒體,,34,17,17,100.00%,7,41.18%,10,58.82%,24.62,34,34,0,34,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34,0,0,0,34,0,34,0.00%,100.00%,0.00%,0.00%,0.00%,34,0,0,34,34,0,100.00%,0.00%,0.00%,0.00%,34,34,34,0,100.00%,0.00%
20260126,22,21924,富盈數據股份有限公司,3685.0,玩桌遊_mobile,MW_置底創意(非展開)_玩桌遊-mobile,,,,461,230,230,100.00%,192,83.48%,38,16.52%,12.62,461,461,0,461,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,461,175,0,175,317,0,461,37.96%,68.76%,0.00%,0.00%,37.96%,455,0,0,455,347,108,76.26%,23.74%,0.00%,0.00%,461,461,350,111,75.92%,24.08%
20260126,22,21986,富盈數據股份有限公司,2615.0,熱血台中,CF_336x280_全網_熱血台中,,,,64,30,30,100.00%,17,56.67%,13,43.33%,4.26,64,64,0,64,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,64,10,0,10,59,0,64,15.62%,92.19%,0.00%,0.00%,15.62%,64,0,0,64,56,8,87.50%,12.50%,0.00%,0.00%,64,64,56,8,87.50%,12.50%
20260126,22,21987,富盈數據股份有限公司,2615.0,熱血台中,CF_336x280_全網_熱血台中,,,,45,22,22,100.00%,14,63.64%,8,36.36%,2.62,45,45,0,45,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39,11,0,11,34,0,39,28.21%,87.18%,0.00%,0.00%,28.21%,45,0,0,45,45,0,100.00%,0.00%,0.00%,0.00%,45,45,45,0,100.00%,0.00%
20260126,22,22030,富盈數據股份有限公司,3704.0,天天要聞,CF_300 x 250 banner_天天要聞_cpc2,,,,"2,576","1,286","1,286",100.00%,"1,076",83.67%,210,16.33%,12.97,"2,576","2,576",0,"2,576",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"2,558",62,0,62,"2,523",0,"2,558",2.42%,98.63%,0.00%,0.00%,2.42%,"2,558",0,0,"2,558","1,348","1,210",52.70%,47.30%,0.00%,0.00%,"2,582","2,582","1,360","1,222",52.67%,47.33%
20260126,22,22031,富盈數據股份有限公司,3703.0,繁體小說,CF_300 x 250 banner_繁體小說_cpc2,,,,223,96,96,100.00%,54,56.25%,42,43.75%,6.51,223,223,10,213,0,10,10,0,0,100.00%,4.48%,0.00%,4.48%,4.48%,0.00%,0.00%,217,18,0,18,207,0,217,8.29%,95.39%,0.00%,0.00%,8.29%,217,0,0,217,139,78,64.06%,35.94%,0.00%,0.00%,223,223,145,78,65.02%,34.98%
20260126,22,22045,朱光宁,3708.0,石頭小說,CF_336 x 280 banner_石頭小說_cpc1.67,antifroud,,,"321,059","158,159","158,159",100.00%,"78,060",49.36%,"80,099",50.64%,3.57,"321,059","321,059",960,"320,099",326,634,634,0,0,100.00%,0.30%,0.10%,0.20%,0.20%,0.00%,0.00%,"321,059","1,139",0,"1,139","320,701",0,"321,059",0.35%,99.89%,0.00%,0.00%,0.35%,"321,059",0,0,"321,059","187,373","133,686",58.36%,41.64%,0.00%,0.00%,"321,059","321,059","187,373","133,686",58.36%,41.64%
20260126,22,22058,冠妍動力科技有限公司,484.0,小老婆汽機車資訊網,MW_文中創意320x480_小老婆汽機車資訊網-測試,,知名媒體,,30,15,15,100.00%,6,40.00%,9,60.00%,9.62,30,30,0,30,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,30,10,0,10,23,0,30,33.33%,76.67%,0.00%,0.00%,33.33%,30,0,0,30,21,9,70.00%,30.00%,0.00%,0.00%,30,30,21,9,70.00%,30.00%
20260126,22,22093,朱光宁,3718.0,稷下書院2,CF_336 x 280 banner_稷下書院2_cpc1.67,antifroud,,,"253,939","124,925","124,925",100.00%,"79,153",63.36%,"45,772",36.64%,4.48,"253,939","253,939",418,"253,521",76,342,342,0,0,100.00%,0.16%,0.03%,0.13%,0.13%,0.00%,0.00%,"253,939",564,0,564,"253,763",0,"253,939",0.22%,99.93%,0.00%,0.00%,0.22%,"253,939",0,0,"253,939","141,283","112,656",55.64%,44.36%,0.00%,0.00%,"253,939","253,939","141,283","112,656",55.64%,44.36%
20260126,22,22131,富盈數據股份有限公司,3680.0,TVBS-新聞網_HB,CF_文中300x250_TVBS-新聞網_HB_1,,知名媒體,,12,5,5,100.00%,4,80.00%,1,20.00%,29.61,12,12,1,11,0,1,1,0,0,100.00%,8.33%,0.00%,8.33%,8.33%,0.00%,0.00%,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%,12,0,0,12,11,1,91.67%,8.33%,0.00%,0.00%,12,12,11,1,91.67%,8.33%
20260126,22,22132,富盈數據股份有限公司,3680.0,TVBS-新聞網_HB,CF_文中300x250_TVBS-新聞網_HB_2,,知名媒體,,96,47,47,100.00%,32,68.09%,15,31.91%,6.81,96,96,0,96,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96,0,0,0,95,0,96,0.00%,98.96%,0.00%,0.00%,0.00%,90,0,0,90,89,1,98.89%,1.11%,0.00%,0.00%,96,96,95,1,98.96%,1.04%
20260126,22,22133,富盈數據股份有限公司,3680.0,TVBS-新聞網_HB,CF_文中300x250_TVBS-新聞網_HB_3,,知名媒體,,185,89,89,100.00%,56,62.92%,33,37.08%,14.52,185,185,5,180,0,5,5,0,0,100.00%,2.70%,0.00%,2.70%,2.70%,0.00%,0.00%,179,0,0,0,179,0,179,0.00%,100.00%,0.00%,0.00%,0.00%,185,0,0,185,178,7,96.22%,3.78%,0.00%,0.00%,179,179,172,7,96.09%,3.91%
20260126,22,22145,富盈數據股份有限公司,3730.0,Teepr 亮新聞 HB,MW_336x280_文中創意_Teepr亮新聞 HB,,,,6,3,3,100.00%,2,66.67%,1,33.33%,0.67,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,3,0,6,0.00%,50.00%,0.00%,0.00%,0.00%,6,0,0,6,6,0,100.00%,0.00%,0.00%,0.00%,6,6,6,0,100.00%,0.00%
