日期,小時,供應商名稱,網站,網站名稱,版位編號,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads,Eligible Ads for Invalid Traffic,Invalid Traffic Ads,Valid Traffic Ads,General Invalid Traffic (GIVT) Ads,Sophisticated Invalid Traffic (SIVT) Ads,Bots (SIVT) Ads,Domain Spoofing (SIVT) Ads,Hidden Ads (SIVT) Ads,% Eligible for Invalid Traffic,% Invalid Traffic Ads,% General Invalid Traffic (GIVT) Ads,% Sophisticated Invalid Traffic (SIVT) Ads,% Bots (SIVT) Ads,% Domain Spoofing (SIVT) Ads,% Hidden Ads (SIVT) Ads
20260126,21,第一網站股份有限公司,2768,czbooks,17927,MW_置底創意_czbook,,,,126,126,0,126,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,第一網站股份有限公司,3420,ftvnews,17970,MW_300x250_內文_ftvnews,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18003,CF_300x250_互動看板2_工商時報-exchange,,知名媒體,,18,18,4,14,0,4,4,0,0,100.00%,22.22%,0.00%,22.22%,22.22%,0.00%,0.00%
20260126,21,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18014,MW_300x250_文末Banner1_工商時報-exchange,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,第一網站股份有限公司,3440,fsa_passback_first,18202,CF_300x250_fsa_passback_first,,,,85,85,0,85,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,第一網站股份有限公司,3440,fsa_passback_first,18266,(子)CF_970x250_cfbanner_blog,,,子聯播網,160,160,45,115,0,45,45,0,0,100.00%,28.12%,0.00%,28.12%,28.12%,0.00%,0.00%
20260126,21,莊博凱,3455,夢遊電玩,18269,300x250 Banner,,,,52,52,0,52,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,朱光宁,3268,稷下書院-mobile,18297,MW_置底創意(展開)_稷下書院-mobile,,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,冰楓科技有限公司,3485,冰楓論壇-exchange,18487,CF_970x90_內文上方第一塊_冰楓論壇-exchange,,,,"1,544","1,544",1,"1,543",0,1,1,0,0,100.00%,0.06%,0.00%,0.06%,0.06%,0.00%,0.00%
20260126,21,冰楓科技有限公司,3485,冰楓論壇-exchange,18492,MW_300x250_Banner_ 冰楓論壇-exchange,,,,691,691,0,691,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,18535,MW_蓋版_縮短網址產生器-reurl,,知名媒體,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18544,(子)CF_300x600_指定流量_包子漫畫(特開流量)-exchange,,,子聯播網,"28,748","28,748",400,"28,348",108,292,292,0,0,100.00%,1.39%,0.38%,1.02%,1.02%,0.00%,0.00%
20260126,21,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18545,(子)CF_970x250_指定時段_包子漫畫(特開流量)-exchange,,,子聯播網,"204,330","204,330","1,225","203,105",447,778,778,0,0,100.00%,0.60%,0.22%,0.38%,0.38%,0.00%,0.00%
20260126,21,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18546,(子)CF_300x250_指定時段_包子漫畫(特開流量)-exchange,,,子聯播網,"503,823","503,823","2,687","501,136",785,"1,902","1,902",0,0,100.00%,0.53%,0.16%,0.38%,0.38%,0.00%,0.00%
20260126,21,CBROOT LTD,3510,包子漫畫_twmanga-exchange,18732,MW_336x280_Banner_包子漫畫_twmanga,,,子聯播網,"105,877","105,877","1,089","104,788",471,618,618,0,0,100.00%,1.03%,0.44%,0.58%,0.58%,0.00%,0.00%
20260126,21,CBROOT LTD,3510,包子漫畫_twmanga-exchange,18735,CF_336x280_Banner_包子漫畫_twmanga-exchange,,,,"1,391","1,391",0,"1,391",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,CBROOT LTD,3510,包子漫畫_twmanga-exchange,18736,CF_970x250_ 包子漫畫_twmanga-exchange,,,,"2,621","2,621",336,"2,285",64,272,272,0,0,100.00%,12.82%,2.44%,10.38%,10.38%,0.00%,0.00%
20260126,21,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18923,CF_300x600_列表頁_右側看版_台灣英文新聞(new)-exchange,,知名媒體,,6,6,6,0,6,0,0,0,0,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18924,CF_300x250_內容頁_右側看版_1_台灣英文新聞(new)-exchange,,知名媒體,,151,151,40,111,38,2,2,0,0,100.00%,26.49%,25.17%,1.32%,1.32%,0.00%,0.00%
20260126,21,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18925,CF_300x600_內容頁_右側看版_2_台灣英文新聞(new)-exchange,,知名媒體,,43,43,12,31,12,0,0,0,0,100.00%,27.91%,27.91%,0.00%,0.00%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,3373,良醫健康網,19011,MW_320x480_文中創意_良醫健康網,,知名媒體,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,3552,玩具人,19044,MW_320x480_文中創意_玩具人,,知名媒體,,321,321,0,321,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),19047,(子)CF_300x250Banner_newtalk.tw_content_300250_1_新頭殼(R18),,知名媒體,子聯播網,6,6,2,4,0,2,2,0,0,100.00%,33.33%,0.00%,33.33%,33.33%,0.00%,0.00%
20260126,21,第一網站股份有限公司,2783,漫畫櫃manhuagui,20685,MW_300X250_manhuagui,antifroud,,,"3,707","3,707",2,"3,705",0,2,2,0,0,100.00%,0.05%,0.00%,0.05%,0.05%,0.00%,0.00%
20260126,21,德榕企業有限公司,3578,TW Bodhi_mobile,20708,MW_蓋板_TW Bodhi,,,,738,738,2,736,0,2,2,0,0,100.00%,0.27%,0.00%,0.27%,0.27%,0.00%,0.00%
20260126,21,德榕企業有限公司,3581,忘憂書屋,20727,CF_336x280文章頁(RWD)_忘憂書屋,,,,220,220,2,218,2,0,0,0,0,100.00%,0.91%,0.91%,0.00%,0.00%,0.00%,0.00%
20260126,21,德榕企業有限公司,3582,忘憂書屋_mobile,20728,MW_文中創意300x250_忘憂書屋,,,,24,24,0,24,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,第一網站股份有限公司,2910,clickme,20735,(子)CF_300x250_banner_clickme(成人),,,子聯播網,"15,489","15,489",365,"15,124",233,132,132,0,0,100.00%,2.36%,1.50%,0.85%,0.85%,0.00%,0.00%
20260126,21,第一網站股份有限公司,3440,fsa_passback_first,21699,CF_336x280_fsa_passback_first,,,,64,64,0,64,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,朱光宁,3269,石頭小說-mobile,21741,MW_320x480_蓋版_石頭小說-mobile,antifroud,,,18,18,0,18,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21761,MW_文章四_336x280_TVBS-女人我最大_HB,,知名媒體,,8,8,0,8,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21763,MW_文中創意320x480_TVBS-女人我最大_HB,,知名媒體,,"3,706","3,706",4,"3,702",2,2,2,0,0,100.00%,0.11%,0.05%,0.05%,0.05%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21764,CF_文章右側300x600_TVBS-健康2.0_HB,,知名媒體,,18,18,2,16,0,2,2,0,0,100.00%,11.11%,0.00%,11.11%,11.11%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21770,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,293,293,0,293,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21771,MW_文章四_336x280_TVBS-食尚玩家_HB,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21772,MW_文章置底_320x100_TVBS-食尚玩家_HB,,知名媒體,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21773,MW_文中創意320x480_TVBS-食尚玩家_HB,,知名媒體,,418,418,0,418,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,寶利拾股份有限公司,3652,愛料理_HB,21781,MW_置底創意(非展開)_愛料理_HB,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21830,(子)CF_300x250Banner_newtalk.tw_all_300250_1_新頭殼(R18),antifroud,知名媒體,子聯播網,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21839,ＭＷ_336x280Banner_newtalk.tw_mobile_all_336280_2_新頭殼(R18),antifroud,知名媒體,,201,201,0,201,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,儂儂雜誌社股份有限公司(bella儂儂),2135,Bella儂儂_2024,21876,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,"1,407","1,407",0,"1,407",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21898,CF_文章右側300x600_TVBS-新聞網_HB,,知名媒體,,89,89,0,89,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3685,玩桌遊_mobile,21924,MW_置底創意(非展開)_玩桌遊-mobile,,,,680,680,0,680,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,202,202,0,202,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,95,95,0,95,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,"4,724","4,724",0,"4,724",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,457,457,14,443,0,14,14,0,0,100.00%,3.06%,0.00%,3.06%,3.06%,0.00%,0.00%
20260126,21,朱光宁,3708,石頭小說,22045,CF_336 x 280 banner_石頭小說_cpc1.67,antifroud,,,"311,251","311,251",623,"310,628",260,363,363,0,0,100.00%,0.20%,0.08%,0.12%,0.12%,0.00%,0.00%
20260126,21,冠妍動力科技有限公司,484,小老婆汽機車資訊網,22058,MW_文中創意320x480_小老婆汽機車資訊網-測試,,知名媒體,,25,25,0,25,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,朱光宁,3718,稷下書院2,22093,CF_336 x 280 banner_稷下書院2_cpc1.67,antifroud,,,"244,969","244,969",540,"244,429",164,376,376,0,0,100.00%,0.22%,0.07%,0.15%,0.15%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22131,CF_文中300x250_TVBS-新聞網_HB_1,,知名媒體,,86,86,0,86,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22132,CF_文中300x250_TVBS-新聞網_HB_2,,知名媒體,,524,524,4,520,0,4,4,0,0,100.00%,0.76%,0.00%,0.76%,0.76%,0.00%,0.00%
20260126,21,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22133,CF_文中300x250_TVBS-新聞網_HB_3,,知名媒體,,"1,291","1,291",69,"1,222",14,55,55,0,0,100.00%,5.34%,1.08%,4.26%,4.26%,0.00%,0.00%
20260126,21,冰楓科技有限公司,3485,冰楓論壇-exchange,22160,CF_300x250_Banner2_ 冰楓論壇-exchange,,,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,308,308,54,254,28,26,26,0,0,100.00%,17.53%,9.09%,8.44%,8.44%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,3724,上報,22217,MW_置底創意(非展開)_上報,,知名媒體,,300,300,2,298,0,2,2,0,0,100.00%,0.67%,0.00%,0.67%,0.67%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,3724,上報,22218,MW_置底(展開)_上報,,知名媒體,,199,199,1,198,0,1,1,0,0,100.00%,0.50%,0.00%,0.50%,0.50%,0.00%,0.00%
20260126,21,欣發現股份有限公司,3363,大人物-mobile,22222,MW_蓋板_大人物,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,朱光宁,3741,石頭小說3,22398,CF_336 x 280 banner_石頭小說3_cpc1.67,,,,"26,406","26,402",19,"26,383",0,19,19,0,0,99.98%,0.07%,0.00%,0.07%,0.07%,0.00%,0.00%
20260126,21,朱光宁,3741,石頭小說3,22399,CF_320 x 480 橫幅_石頭小說3,,,,14,14,0,14,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,3724,上報,22405,MW_蓋版_上報,,知名媒體,,50,50,0,50,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,闇碼科技股份有限公司,3068,限時圖片-imgus,22406,MW_置底_imgus,antifroud,,,768,768,2,766,0,2,2,0,0,100.00%,0.26%,0.00%,0.26%,0.26%,0.00%,0.00%
20260126,21,第一網站股份有限公司,2783,漫畫櫃manhuagui,22443,MW_置底_manhuagui,antifroud,,,"1,601","1,601",0,"1,601",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22498,MW_300x250 Banner_Basketball TOP5_CPM5,,,子聯播網,84,84,0,84,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,2578,鉅亨網,22507,MW_300x250_鉅亨網_直播用BN-1,,知名媒體,子聯播網,"5,287","5,287",15,"5,272",0,15,15,0,0,100.00%,0.28%,0.00%,0.28%,0.28%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,3752,ＭoneyDJ,22514,MW_文中創意320x480_MoneyDJ,antifroud,知名媒體,,155,155,0,155,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,艾得基客行銷顧問股份有限公司,3373,良醫健康網,22732,MW_300x250_良醫健康網,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,李承翰-webptt,718,Web批踢踢(RWD),2284,MW-蓋板_文中_Web批踢踢,antifroud,,,48,48,0,48,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,麥智維,999,動漫戲說,3543,CF-728*90-內文上方-動漫戲說,antifroud,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260126,21,技達創意資訊有限公司,1299,泰好網,4733,CF-300*250-內文下方-泰好網,,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
